NAME,County,State,variable,estimate,Sex,Age,HI_Coverage
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_017,325,Male,35 to 44 years,No
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_019,5424,Male,45 to 54 years,Yes
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_020,192,Male,45 to 54 years,No
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_022,6244,Male,55 to 64 years,Yes
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_023,255,Male,55 to 64 years,No
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_025,4099,Male,65 to 74 years,Yes
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_026,3,Male,65 to 74 years,No
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_028,2653,Male,75 years and over,Yes
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_029,2,Male,75 years and over,No
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_032,2362,Female,Under 6 years,Yes
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_033,83,Female,Under 6 years,No
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_035,6170,Female,6 to 18 years,Yes
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_036,171,Female,6 to 18 years,No
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_038,2514,Female,19 to 25 years,Yes
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_039,198,Female,19 to 25 years,No
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_041,3340,Female,26 to 34 years,Yes
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_042,282,Female,26 to 34 years,No
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_044,4228,Female,35 to 44 years,Yes
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_045,222,Female,35 to 44 years,No
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_047,5499,Female,45 to 54 years,Yes
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_048,136,Female,45 to 54 years,No
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_050,6013,Female,55 to 64 years,Yes
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_051,290,Female,55 to 64 years,No
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_053,4245,Female,65 to 74 years,Yes
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_054,3,Female,65 to 74 years,No
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_056,3967,Female,75 years and over,Yes
"Manitowoc County, Wisconsin",Manitowoc, Wisconsin,B27001_057,0,Female,75 years and over,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_004,5045,Male,Under 6 years,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_005,221,Male,Under 6 years,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_007,10952,Male,6 to 18 years,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_008,719,Male,6 to 18 years,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_010,4695,Male,19 to 25 years,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_011,757,Male,19 to 25 years,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_013,6414,Male,26 to 34 years,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_014,977,Male,26 to 34 years,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_016,7687,Male,35 to 44 years,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_017,729,Male,35 to 44 years,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_019,8928,Male,45 to 54 years,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_020,537,Male,45 to 54 years,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_022,9211,Male,55 to 64 years,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_023,496,Male,55 to 64 years,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_025,6102,Male,65 to 74 years,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_026,16,Male,65 to 74 years,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_028,3860,Male,75 years and over,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_029,0,Male,75 years and over,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_032,4433,Female,Under 6 years,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_033,233,Female,Under 6 years,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_035,10700,Female,6 to 18 years,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_036,590,Female,6 to 18 years,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_038,4513,Female,19 to 25 years,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_039,640,Female,19 to 25 years,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_041,6418,Female,26 to 34 years,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_042,606,Female,26 to 34 years,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_044,7523,Female,35 to 44 years,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_045,481,Female,35 to 44 years,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_047,8864,Female,45 to 54 years,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_048,488,Female,45 to 54 years,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_050,9232,Female,55 to 64 years,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_051,297,Female,55 to 64 years,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_053,6288,Female,65 to 74 years,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_054,9,Female,65 to 74 years,No
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_056,5572,Female,75 years and over,Yes
"Marathon County, Wisconsin",Marathon, Wisconsin,B27001_057,4,Female,75 years and over,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_004,1081,Male,Under 6 years,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_005,14,Male,Under 6 years,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_007,2975,Male,6 to 18 years,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_008,118,Male,6 to 18 years,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_010,1226,Male,19 to 25 years,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_011,217,Male,19 to 25 years,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_013,1507,Male,26 to 34 years,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_014,298,Male,26 to 34 years,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_016,1999,Male,35 to 44 years,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_017,163,Male,35 to 44 years,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_019,2675,Male,45 to 54 years,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_020,118,Male,45 to 54 years,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_022,3279,Male,55 to 64 years,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_023,252,Male,55 to 64 years,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_025,2582,Male,65 to 74 years,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_026,0,Male,65 to 74 years,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_028,1646,Male,75 years and over,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_029,8,Male,75 years and over,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_032,1063,Female,Under 6 years,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_033,34,Female,Under 6 years,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_035,2856,Female,6 to 18 years,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_036,65,Female,6 to 18 years,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_038,1096,Female,19 to 25 years,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_039,234,Female,19 to 25 years,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_041,1556,Female,26 to 34 years,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_042,84,Female,26 to 34 years,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_044,1927,Female,35 to 44 years,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_045,91,Female,35 to 44 years,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_047,2680,Female,45 to 54 years,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_048,162,Female,45 to 54 years,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_050,3178,Female,55 to 64 years,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_051,251,Female,55 to 64 years,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_053,2513,Female,65 to 74 years,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_054,2,Female,65 to 74 years,No
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_056,2117,Female,75 years and over,Yes
"Marinette County, Wisconsin",Marinette, Wisconsin,B27001_057,0,Female,75 years and over,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_004,464,Male,Under 6 years,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_005,19,Male,Under 6 years,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_007,1091,Male,6 to 18 years,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_008,61,Male,6 to 18 years,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_010,317,Male,19 to 25 years,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_011,96,Male,19 to 25 years,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_013,536,Male,26 to 34 years,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_014,74,Male,26 to 34 years,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_016,604,Male,35 to 44 years,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_017,107,Male,35 to 44 years,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_019,980,Male,45 to 54 years,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_020,133,Male,45 to 54 years,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_022,1315,Male,55 to 64 years,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_023,95,Male,55 to 64 years,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_025,1018,Male,65 to 74 years,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_026,0,Male,65 to 74 years,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_028,686,Male,75 years and over,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_029,0,Male,75 years and over,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_032,444,Female,Under 6 years,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_033,7,Female,Under 6 years,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_035,994,Female,6 to 18 years,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_036,76,Female,6 to 18 years,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_038,352,Female,19 to 25 years,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_039,40,Female,19 to 25 years,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_041,557,Female,26 to 34 years,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_042,54,Female,26 to 34 years,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_044,681,Female,35 to 44 years,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_045,51,Female,35 to 44 years,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_047,939,Female,45 to 54 years,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_048,102,Female,45 to 54 years,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_050,1212,Female,55 to 64 years,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_051,69,Female,55 to 64 years,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_053,1047,Female,65 to 74 years,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_054,2,Female,65 to 74 years,No
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_056,824,Female,75 years and over,Yes
"Marquette County, Wisconsin",Marquette, Wisconsin,B27001_057,0,Female,75 years and over,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_004,202,Male,Under 6 years,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_005,56,Male,Under 6 years,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_007,522,Male,6 to 18 years,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_008,108,Male,6 to 18 years,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_010,112,Male,19 to 25 years,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_011,113,Male,19 to 25 years,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_013,94,Male,26 to 34 years,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_014,106,Male,26 to 34 years,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_016,98,Male,35 to 44 years,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_017,65,Male,35 to 44 years,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_019,181,Male,45 to 54 years,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_020,85,Male,45 to 54 years,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_022,236,Male,55 to 64 years,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_023,64,Male,55 to 64 years,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_025,179,Male,65 to 74 years,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_026,0,Male,65 to 74 years,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_028,68,Male,75 years and over,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_029,0,Male,75 years and over,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_032,188,Female,Under 6 years,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_033,52,Female,Under 6 years,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_035,327,Female,6 to 18 years,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_036,115,Female,6 to 18 years,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_038,110,Female,19 to 25 years,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_039,102,Female,19 to 25 years,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_041,185,Female,26 to 34 years,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_042,56,Female,26 to 34 years,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_044,214,Female,35 to 44 years,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_045,44,Female,35 to 44 years,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_047,173,Female,45 to 54 years,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_048,61,Female,45 to 54 years,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_050,244,Female,55 to 64 years,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_051,53,Female,55 to 64 years,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_053,200,Female,65 to 74 years,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_054,4,Female,65 to 74 years,No
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_056,124,Female,75 years and over,Yes
"Menominee County, Wisconsin",Menominee, Wisconsin,B27001_057,0,Female,75 years and over,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_004,39111,Male,Under 6 years,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_005,866,Male,Under 6 years,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_007,81379,Male,6 to 18 years,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_008,2868,Male,6 to 18 years,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_010,39633,Male,19 to 25 years,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_011,7730,Male,19 to 25 years,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_013,53755,Male,26 to 34 years,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_014,12633,Male,26 to 34 years,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_016,48917,Male,35 to 44 years,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_017,8617,Male,35 to 44 years,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_019,49974,Male,45 to 54 years,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_020,5443,Male,45 to 54 years,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_022,50141,Male,55 to 64 years,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_023,3942,Male,55 to 64 years,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_025,30873,Male,65 to 74 years,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_026,305,Male,65 to 74 years,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_028,19272,Male,75 years and over,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_029,200,Male,75 years and over,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_032,38130,Female,Under 6 years,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_033,856,Female,Under 6 years,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_035,78622,Female,6 to 18 years,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_036,2401,Female,6 to 18 years,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_038,43831,Female,19 to 25 years,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_039,5446,Female,19 to 25 years,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_041,63457,Female,26 to 34 years,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_042,7378,Female,26 to 34 years,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_044,55641,Female,35 to 44 years,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_045,6212,Female,35 to 44 years,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_047,54238,Female,45 to 54 years,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_048,4546,Female,45 to 54 years,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_050,56217,Female,55 to 64 years,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_051,3530,Female,55 to 64 years,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_053,36437,Female,65 to 74 years,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_054,403,Female,65 to 74 years,No
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_056,31887,Female,75 years and over,Yes
"Milwaukee County, Wisconsin",Milwaukee, Wisconsin,B27001_057,71,Female,75 years and over,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_004,1547,Male,Under 6 years,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_005,294,Male,Under 6 years,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_007,3883,Male,6 to 18 years,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_008,392,Male,6 to 18 years,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_010,1475,Male,19 to 25 years,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_011,276,Male,19 to 25 years,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_013,1789,Male,26 to 34 years,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_014,400,Male,26 to 34 years,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_016,2243,Male,35 to 44 years,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_017,363,Male,35 to 44 years,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_019,2937,Male,45 to 54 years,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_020,210,Male,45 to 54 years,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_022,3148,Male,55 to 64 years,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_023,221,Male,55 to 64 years,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_025,2073,Male,65 to 74 years,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_026,14,Male,65 to 74 years,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_028,1143,Male,75 years and over,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_029,9,Male,75 years and over,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_032,1590,Female,Under 6 years,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_033,179,Female,Under 6 years,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_035,3775,Female,6 to 18 years,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_036,410,Female,6 to 18 years,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_038,1401,Female,19 to 25 years,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_039,212,Female,19 to 25 years,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_041,2029,Female,26 to 34 years,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_042,324,Female,26 to 34 years,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_044,2321,Female,35 to 44 years,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_045,253,Female,35 to 44 years,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_047,2630,Female,45 to 54 years,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_048,205,Female,45 to 54 years,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_050,2994,Female,55 to 64 years,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_051,193,Female,55 to 64 years,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_053,2047,Female,65 to 74 years,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_054,30,Female,65 to 74 years,No
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_056,1632,Female,75 years and over,Yes
"Monroe County, Wisconsin",Monroe, Wisconsin,B27001_057,10,Female,75 years and over,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_004,1125,Male,Under 6 years,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_005,41,Male,Under 6 years,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_007,2878,Male,6 to 18 years,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_008,97,Male,6 to 18 years,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_010,1066,Male,19 to 25 years,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_011,144,Male,19 to 25 years,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_013,1477,Male,26 to 34 years,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_014,192,Male,26 to 34 years,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_016,2032,Male,35 to 44 years,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_017,160,Male,35 to 44 years,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_019,2752,Male,45 to 54 years,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_020,214,Male,45 to 54 years,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_022,3176,Male,55 to 64 years,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_023,196,Male,55 to 64 years,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_025,2182,Male,65 to 74 years,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_026,5,Male,65 to 74 years,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_028,1296,Male,75 years and over,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_029,0,Male,75 years and over,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_032,885,Female,Under 6 years,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_033,62,Female,Under 6 years,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_035,2902,Female,6 to 18 years,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_036,79,Female,6 to 18 years,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_038,1019,Female,19 to 25 years,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_039,72,Female,19 to 25 years,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_041,1533,Female,26 to 34 years,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_042,125,Female,26 to 34 years,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_044,1939,Female,35 to 44 years,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_045,129,Female,35 to 44 years,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_047,2663,Female,45 to 54 years,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_048,152,Female,45 to 54 years,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_050,2933,Female,55 to 64 years,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_051,125,Female,55 to 64 years,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_053,2124,Female,65 to 74 years,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_054,0,Female,65 to 74 years,No
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_056,1523,Female,75 years and over,Yes
"Oconto County, Wisconsin",Oconto, Wisconsin,B27001_057,0,Female,75 years and over,No
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_004,990,Male,Under 6 years,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_005,11,Male,Under 6 years,No
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_007,2346,Male,6 to 18 years,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_008,67,Male,6 to 18 years,No
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_010,964,Male,19 to 25 years,Yes
"Oneida County, Wisconsin",Oneida, Wisconsin,B27001_011,133,Male,19 to 25 years,No
