GEOID,NAME,variable,estimate,moe,Sex,Age,HI_coverage
60619,ZCTA5 60619,B27001_035,4528,621,Female,6 to 18 years,Yes
60621,ZCTA5 60621,B27001_035,2519,340,Female,6 to 18 years,Yes
60636,ZCTA5 60636,B27001_035,2796,302,Female,6 to 18 years,Yes
60639,ZCTA5 60639,B27001_035,8258,661,Female,6 to 18 years,Yes
60643,ZCTA5 60643,B27001_035,4451,540,Female,6 to 18 years,Yes
60647,ZCTA5 60647,B27001_035,4635,477,Female,6 to 18 years,Yes
60631,ZCTA5 60631,B27001_035,1774,372,Female,6 to 18 years,Yes
60601,ZCTA5 60601,B27001_035,432,218,Female,6 to 18 years,Yes
60608,ZCTA5 60608,B27001_035,5013,572,Female,6 to 18 years,Yes
60620,ZCTA5 60620,B27001_035,5226,608,Female,6 to 18 years,Yes
60634,ZCTA5 60634,B27001_035,5894,655,Female,6 to 18 years,Yes
60637,ZCTA5 60637,B27001_035,4310,399,Female,6 to 18 years,Yes
60644,ZCTA5 60644,B27001_035,3789,493,Female,6 to 18 years,Yes
60605,ZCTA5 60605,B27001_035,1227,309,Female,6 to 18 years,Yes
60606,ZCTA5 60606,B27001_035,0,11,Female,6 to 18 years,Yes
60623,ZCTA5 60623,B27001_035,9154,688,Female,6 to 18 years,Yes
60629,ZCTA5 60629,B27001_035,11423,850,Female,6 to 18 years,Yes
60633,ZCTA5 60633,B27001_035,722,215,Female,6 to 18 years,Yes
60638,ZCTA5 60638,B27001_035,5367,535,Female,6 to 18 years,Yes
60640,ZCTA5 60640,B27001_035,2915,424,Female,6 to 18 years,Yes
60649,ZCTA5 60649,B27001_035,3451,576,Female,6 to 18 years,Yes
60655,ZCTA5 60655,B27001_035,2634,336,Female,6 to 18 years,Yes
60661,ZCTA5 60661,B27001_035,173,137,Female,6 to 18 years,Yes
60610,ZCTA5 60610,B27001_035,888,345,Female,6 to 18 years,Yes
60622,ZCTA5 60622,B27001_035,2108,395,Female,6 to 18 years,Yes
60660,ZCTA5 60660,B27001_035,1730,311,Female,6 to 18 years,Yes
60602,ZCTA5 60602,B27001_035,6,9,Female,6 to 18 years,Yes
60657,ZCTA5 60657,B27001_035,1976,299,Female,6 to 18 years,Yes
60654,ZCTA5 60654,B27001_035,181,124,Female,6 to 18 years,Yes
60659,ZCTA5 60659,B27001_035,3083,396,Female,6 to 18 years,Yes
60603,ZCTA5 60603,B27001_035,66,56,Female,6 to 18 years,Yes
60642,ZCTA5 60642,B27001_035,669,231,Female,6 to 18 years,Yes
60656,ZCTA5 60656,B27001_035,1268,243,Female,6 to 18 years,Yes
60611,ZCTA5 60611,B27001_035,493,197,Female,6 to 18 years,Yes
60616,ZCTA5 60616,B27001_035,2600,458,Female,6 to 18 years,Yes
60651,ZCTA5 60651,B27001_035,5650,595,Female,6 to 18 years,Yes
60604,ZCTA5 60604,B27001_035,0,11,Female,6 to 18 years,Yes
60612,ZCTA5 60612,B27001_035,2660,402,Female,6 to 18 years,Yes
60613,ZCTA5 60613,B27001_035,1357,225,Female,6 to 18 years,Yes
60617,ZCTA5 60617,B27001_035,8090,846,Female,6 to 18 years,Yes
60618,ZCTA5 60618,B27001_035,6810,664,Female,6 to 18 years,Yes
60624,ZCTA5 60624,B27001_035,3778,460,Female,6 to 18 years,Yes
60626,ZCTA5 60626,B27001_035,3026,469,Female,6 to 18 years,Yes
60630,ZCTA5 60630,B27001_035,3925,482,Female,6 to 18 years,Yes
60632,ZCTA5 60632,B27001_035,9510,659,Female,6 to 18 years,Yes
60645,ZCTA5 60645,B27001_035,3950,468,Female,6 to 18 years,Yes
60653,ZCTA5 60653,B27001_035,2876,382,Female,6 to 18 years,Yes
60628,ZCTA5 60628,B27001_036,255,106,Female,6 to 18 years,No
60641,ZCTA5 60641,B27001_036,291,126,Female,6 to 18 years,No
60607,ZCTA5 60607,B27001_036,39,41,Female,6 to 18 years,No
60609,ZCTA5 60609,B27001_036,243,95,Female,6 to 18 years,No
60625,ZCTA5 60625,B27001_036,328,130,Female,6 to 18 years,No
60646,ZCTA5 60646,B27001_036,26,40,Female,6 to 18 years,No
60652,ZCTA5 60652,B27001_036,54,36,Female,6 to 18 years,No
60614,ZCTA5 60614,B27001_036,93,50,Female,6 to 18 years,No
60615,ZCTA5 60615,B27001_036,74,42,Female,6 to 18 years,No
60619,ZCTA5 60619,B27001_036,148,88,Female,6 to 18 years,No
60621,ZCTA5 60621,B27001_036,118,70,Female,6 to 18 years,No
60636,ZCTA5 60636,B27001_036,64,36,Female,6 to 18 years,No
60639,ZCTA5 60639,B27001_036,378,128,Female,6 to 18 years,No
60643,ZCTA5 60643,B27001_036,83,80,Female,6 to 18 years,No
60647,ZCTA5 60647,B27001_036,309,115,Female,6 to 18 years,No
60631,ZCTA5 60631,B27001_036,21,24,Female,6 to 18 years,No
60601,ZCTA5 60601,B27001_036,18,25,Female,6 to 18 years,No
60608,ZCTA5 60608,B27001_036,209,106,Female,6 to 18 years,No
60620,ZCTA5 60620,B27001_036,416,157,Female,6 to 18 years,No
60634,ZCTA5 60634,B27001_036,271,159,Female,6 to 18 years,No
60637,ZCTA5 60637,B27001_036,123,106,Female,6 to 18 years,No
60644,ZCTA5 60644,B27001_036,293,175,Female,6 to 18 years,No
60605,ZCTA5 60605,B27001_036,64,40,Female,6 to 18 years,No
60606,ZCTA5 60606,B27001_036,0,11,Female,6 to 18 years,No
60623,ZCTA5 60623,B27001_036,381,244,Female,6 to 18 years,No
60629,ZCTA5 60629,B27001_036,537,196,Female,6 to 18 years,No
60633,ZCTA5 60633,B27001_036,38,45,Female,6 to 18 years,No
60638,ZCTA5 60638,B27001_036,87,63,Female,6 to 18 years,No
60640,ZCTA5 60640,B27001_036,219,154,Female,6 to 18 years,No
60649,ZCTA5 60649,B27001_036,254,159,Female,6 to 18 years,No
60655,ZCTA5 60655,B27001_036,46,38,Female,6 to 18 years,No
60661,ZCTA5 60661,B27001_036,17,25,Female,6 to 18 years,No
60610,ZCTA5 60610,B27001_036,81,81,Female,6 to 18 years,No
60622,ZCTA5 60622,B27001_036,90,56,Female,6 to 18 years,No
60660,ZCTA5 60660,B27001_036,34,32,Female,6 to 18 years,No
60602,ZCTA5 60602,B27001_036,2,3,Female,6 to 18 years,No
60657,ZCTA5 60657,B27001_036,28,32,Female,6 to 18 years,No
60654,ZCTA5 60654,B27001_036,0,17,Female,6 to 18 years,No
60659,ZCTA5 60659,B27001_036,119,85,Female,6 to 18 years,No
60603,ZCTA5 60603,B27001_036,11,11,Female,6 to 18 years,No
60642,ZCTA5 60642,B27001_036,56,56,Female,6 to 18 years,No
60656,ZCTA5 60656,B27001_036,65,47,Female,6 to 18 years,No
60611,ZCTA5 60611,B27001_036,0,23,Female,6 to 18 years,No
60616,ZCTA5 60616,B27001_036,147,101,Female,6 to 18 years,No
60651,ZCTA5 60651,B27001_036,363,169,Female,6 to 18 years,No
60604,ZCTA5 60604,B27001_036,0,11,Female,6 to 18 years,No
60612,ZCTA5 60612,B27001_036,78,53,Female,6 to 18 years,No
60613,ZCTA5 60613,B27001_036,50,37,Female,6 to 18 years,No
60617,ZCTA5 60617,B27001_036,385,199,Female,6 to 18 years,No
60618,ZCTA5 60618,B27001_036,264,129,Female,6 to 18 years,No
60624,ZCTA5 60624,B27001_036,73,51,Female,6 to 18 years,No
60626,ZCTA5 60626,B27001_036,83,66,Female,6 to 18 years,No
60630,ZCTA5 60630,B27001_036,258,120,Female,6 to 18 years,No
60632,ZCTA5 60632,B27001_036,224,99,Female,6 to 18 years,No
60645,ZCTA5 60645,B27001_036,66,55,Female,6 to 18 years,No
60653,ZCTA5 60653,B27001_036,81,60,Female,6 to 18 years,No
60628,ZCTA5 60628,B27001_038,3074,471,Female,19 to 25 years,Yes
60641,ZCTA5 60641,B27001_038,2742,335,Female,19 to 25 years,Yes
60607,ZCTA5 60607,B27001_038,3145,472,Female,19 to 25 years,Yes
60609,ZCTA5 60609,B27001_038,2895,336,Female,19 to 25 years,Yes
60625,ZCTA5 60625,B27001_038,3190,547,Female,19 to 25 years,Yes
60646,ZCTA5 60646,B27001_038,692,184,Female,19 to 25 years,Yes
60652,ZCTA5 60652,B27001_038,2062,450,Female,19 to 25 years,Yes
60614,ZCTA5 60614,B27001_038,6424,654,Female,19 to 25 years,Yes
60615,ZCTA5 60615,B27001_038,3413,428,Female,19 to 25 years,Yes
60619,ZCTA5 60619,B27001_038,1942,345,Female,19 to 25 years,Yes
60621,ZCTA5 60621,B27001_038,1771,323,Female,19 to 25 years,Yes
60636,ZCTA5 60636,B27001_038,1077,283,Female,19 to 25 years,Yes
60639,ZCTA5 60639,B27001_038,4036,484,Female,19 to 25 years,Yes
60643,ZCTA5 60643,B27001_038,1693,349,Female,19 to 25 years,Yes
60647,ZCTA5 60647,B27001_038,4777,428,Female,19 to 25 years,Yes
60631,ZCTA5 60631,B27001_038,838,229,Female,19 to 25 years,Yes
60601,ZCTA5 60601,B27001_038,894,359,Female,19 to 25 years,Yes
60608,ZCTA5 60608,B27001_038,3670,398,Female,19 to 25 years,Yes
60620,ZCTA5 60620,B27001_038,3408,487,Female,19 to 25 years,Yes
60634,ZCTA5 60634,B27001_038,2394,359,Female,19 to 25 years,Yes
60637,ZCTA5 60637,B27001_038,3143,374,Female,19 to 25 years,Yes
60644,ZCTA5 60644,B27001_038,2730,522,Female,19 to 25 years,Yes
60605,ZCTA5 60605,B27001_038,2215,592,Female,19 to 25 years,Yes
60606,ZCTA5 60606,B27001_038,71,50,Female,19 to 25 years,Yes
60623,ZCTA5 60623,B27001_038,3805,407,Female,19 to 25 years,Yes
60629,ZCTA5 60629,B27001_038,4953,509,Female,19 to 25 years,Yes
60633,ZCTA5 60633,B27001_038,362,101,Female,19 to 25 years,Yes
60638,ZCTA5 60638,B27001_038,1828,336,Female,19 to 25 years,Yes
60640,ZCTA5 60640,B27001_038,3226,504,Female,19 to 25 years,Yes
60649,ZCTA5 60649,B27001_038,1837,402,Female,19 to 25 years,Yes
60655,ZCTA5 60655,B27001_038,1178,223,Female,19 to 25 years,Yes
60661,ZCTA5 60661,B27001_038,948,453,Female,19 to 25 years,Yes
60610,ZCTA5 60610,B27001_038,2573,508,Female,19 to 25 years,Yes
60622,ZCTA5 60622,B27001_038,2698,430,Female,19 to 25 years,Yes
60660,ZCTA5 60660,B27001_038,2524,371,Female,19 to 25 years,Yes
60602,ZCTA5 60602,B27001_038,145,151,Female,19 to 25 years,Yes
60657,ZCTA5 60657,B27001_038,6293,533,Female,19 to 25 years,Yes
60654,ZCTA5 60654,B27001_038,1078,339,Female,19 to 25 years,Yes
60659,ZCTA5 60659,B27001_038,1555,304,Female,19 to 25 years,Yes
60603,ZCTA5 60603,B27001_038,160,81,Female,19 to 25 years,Yes
60642,ZCTA5 60642,B27001_038,1382,341,Female,19 to 25 years,Yes
60656,ZCTA5 60656,B27001_038,731,193,Female,19 to 25 years,Yes
60611,ZCTA5 60611,B27001_038,2006,443,Female,19 to 25 years,Yes
60616,ZCTA5 60616,B27001_038,2985,412,Female,19 to 25 years,Yes
60651,ZCTA5 60651,B27001_038,3140,456,Female,19 to 25 years,Yes
60604,ZCTA5 60604,B27001_038,180,115,Female,19 to 25 years,Yes
60612,ZCTA5 60612,B27001_038,2145,293,Female,19 to 25 years,Yes
60613,ZCTA5 60613,B27001_038,3727,704,Female,19 to 25 years,Yes
60617,ZCTA5 60617,B27001_038,3942,522,Female,19 to 25 years,Yes
60618,ZCTA5 60618,B27001_038,2894,398,Female,19 to 25 years,Yes
60624,ZCTA5 60624,B27001_038,1811,312,Female,19 to 25 years,Yes
60626,ZCTA5 60626,B27001_038,3297,490,Female,19 to 25 years,Yes
60630,ZCTA5 60630,B27001_038,1663,290,Female,19 to 25 years,Yes
60632,ZCTA5 60632,B27001_038,3952,397,Female,19 to 25 years,Yes
60645,ZCTA5 60645,B27001_038,1476,284,Female,19 to 25 years,Yes
60653,ZCTA5 60653,B27001_038,1311,274,Female,19 to 25 years,Yes
60628,ZCTA5 60628,B27001_039,643,209,Female,19 to 25 years,No
60641,ZCTA5 60641,B27001_039,695,169,Female,19 to 25 years,No
60607,ZCTA5 60607,B27001_039,150,83,Female,19 to 25 years,No
60609,ZCTA5 60609,B27001_039,759,189,Female,19 to 25 years,No
60625,ZCTA5 60625,B27001_039,762,218,Female,19 to 25 years,No
60646,ZCTA5 60646,B27001_039,83,70,Female,19 to 25 years,No
60652,ZCTA5 60652,B27001_039,364,143,Female,19 to 25 years,No
60614,ZCTA5 60614,B27001_039,187,86,Female,19 to 25 years,No
60615,ZCTA5 60615,B27001_039,167,83,Female,19 to 25 years,No
60619,ZCTA5 60619,B27001_039,500,169,Female,19 to 25 years,No
60621,ZCTA5 60621,B27001_039,209,121,Female,19 to 25 years,No
60636,ZCTA5 60636,B27001_039,212,73,Female,19 to 25 years,No
60639,ZCTA5 60639,B27001_039,865,263,Female,19 to 25 years,No
60643,ZCTA5 60643,B27001_039,196,114,Female,19 to 25 years,No
60647,ZCTA5 60647,B27001_039,611,173,Female,19 to 25 years,No
60631,ZCTA5 60631,B27001_039,35,40,Female,19 to 25 years,No
60601,ZCTA5 60601,B27001_039,55,63,Female,19 to 25 years,No
60608,ZCTA5 60608,B27001_039,648,241,Female,19 to 25 years,No
60620,ZCTA5 60620,B27001_039,397,169,Female,19 to 25 years,No
60634,ZCTA5 60634,B27001_039,378,162,Female,19 to 25 years,No
60637,ZCTA5 60637,B27001_039,322,119,Female,19 to 25 years,No
60644,ZCTA5 60644,B27001_039,640,257,Female,19 to 25 years,No
60605,ZCTA5 60605,B27001_039,121,72,Female,19 to 25 years,No
60606,ZCTA5 60606,B27001_039,11,18,Female,19 to 25 years,No
60623,ZCTA5 60623,B27001_039,1267,280,Female,19 to 25 years,No
60629,ZCTA5 60629,B27001_039,1179,307,Female,19 to 25 years,No
60633,ZCTA5 60633,B27001_039,47,63,Female,19 to 25 years,No
60638,ZCTA5 60638,B27001_039,232,120,Female,19 to 25 years,No
60640,ZCTA5 60640,B27001_039,307,147,Female,19 to 25 years,No
60649,ZCTA5 60649,B27001_039,487,222,Female,19 to 25 years,No
60655,ZCTA5 60655,B27001_039,48,36,Female,19 to 25 years,No
60661,ZCTA5 60661,B27001_039,15,15,Female,19 to 25 years,No
60610,ZCTA5 60610,B27001_039,133,120,Female,19 to 25 years,No
60622,ZCTA5 60622,B27001_039,269,136,Female,19 to 25 years,No
60660,ZCTA5 60660,B27001_039,385,120,Female,19 to 25 years,No
60602,ZCTA5 60602,B27001_039,1,2,Female,19 to 25 years,No
60657,ZCTA5 60657,B27001_039,85,47,Female,19 to 25 years,No
60654,ZCTA5 60654,B27001_039,0,17,Female,19 to 25 years,No
60659,ZCTA5 60659,B27001_039,405,200,Female,19 to 25 years,No
60603,ZCTA5 60603,B27001_039,22,18,Female,19 to 25 years,No
60642,ZCTA5 60642,B27001_039,57,45,Female,19 to 25 years,No
60656,ZCTA5 60656,B27001_039,145,83,Female,19 to 25 years,No
60611,ZCTA5 60611,B27001_039,63,66,Female,19 to 25 years,No
60616,ZCTA5 60616,B27001_039,383,154,Female,19 to 25 years,No
60651,ZCTA5 60651,B27001_039,641,201,Female,19 to 25 years,No
60604,ZCTA5 60604,B27001_039,0,11,Female,19 to 25 years,No
60612,ZCTA5 60612,B27001_039,254,110,Female,19 to 25 years,No
60613,ZCTA5 60613,B27001_039,252,131,Female,19 to 25 years,No
60617,ZCTA5 60617,B27001_039,747,213,Female,19 to 25 years,No
60618,ZCTA5 60618,B27001_039,958,318,Female,19 to 25 years,No
60624,ZCTA5 60624,B27001_039,398,130,Female,19 to 25 years,No
60626,ZCTA5 60626,B27001_039,459,180,Female,19 to 25 years,No
60630,ZCTA5 60630,B27001_039,274,110,Female,19 to 25 years,No
60632,ZCTA5 60632,B27001_039,1247,251,Female,19 to 25 years,No
60645,ZCTA5 60645,B27001_039,415,207,Female,19 to 25 years,No
60653,ZCTA5 60653,B27001_039,215,141,Female,19 to 25 years,No
60628,ZCTA5 60628,B27001_041,3240,440,Female,26 to 34 years,Yes
60641,ZCTA5 60641,B27001_041,4530,402,Female,26 to 34 years,Yes
60607,ZCTA5 60607,B27001_041,3991,458,Female,26 to 34 years,Yes
60609,ZCTA5 60609,B27001_041,3427,344,Female,26 to 34 years,Yes
60625,ZCTA5 60625,B27001_041,6869,469,Female,26 to 34 years,Yes
60646,ZCTA5 60646,B27001_041,1323,259,Female,26 to 34 years,Yes
60652,ZCTA5 60652,B27001_041,1977,314,Female,26 to 34 years,Yes
60614,ZCTA5 60614,B27001_041,9414,556,Female,26 to 34 years,Yes
60615,ZCTA5 60615,B27001_041,3705,398,Female,26 to 34 years,Yes
60619,ZCTA5 60619,B27001_041,3430,435,Female,26 to 34 years,Yes
60621,ZCTA5 60621,B27001_041,1564,261,Female,26 to 34 years,Yes
60636,ZCTA5 60636,B27001_041,1520,224,Female,26 to 34 years,Yes
60639,ZCTA5 60639,B27001_041,4715,536,Female,26 to 34 years,Yes
60643,ZCTA5 60643,B27001_041,2389,383,Female,26 to 34 years,Yes
60647,ZCTA5 60647,B27001_041,10618,570,Female,26 to 34 years,Yes
60631,ZCTA5 60631,B27001_041,1876,309,Female,26 to 34 years,Yes
60601,ZCTA5 60601,B27001_041,2014,448,Female,26 to 34 years,Yes
60608,ZCTA5 60608,B27001_041,5445,430,Female,26 to 34 years,Yes
60620,ZCTA5 60620,B27001_041,3815,417,Female,26 to 34 years,Yes
60634,ZCTA5 60634,B27001_041,4421,413,Female,26 to 34 years,Yes
60637,ZCTA5 60637,B27001_041,3424,376,Female,26 to 34 years,Yes
60644,ZCTA5 60644,B27001_041,2466,344,Female,26 to 34 years,Yes
60605,ZCTA5 60605,B27001_041,3702,536,Female,26 to 34 years,Yes
60606,ZCTA5 60606,B27001_041,601,200,Female,26 to 34 years,Yes
60623,ZCTA5 60623,B27001_041,3687,396,Female,26 to 34 years,Yes
60629,ZCTA5 60629,B27001_041,6471,566,Female,26 to 34 years,Yes
60633,ZCTA5 60633,B27001_041,662,168,Female,26 to 34 years,Yes
60638,ZCTA5 60638,B27001_041,3199,462,Female,26 to 34 years,Yes
60640,ZCTA5 60640,B27001_041,6706,633,Female,26 to 34 years,Yes
60649,ZCTA5 60649,B27001_041,3024,406,Female,26 to 34 years,Yes
60655,ZCTA5 60655,B27001_041,1433,230,Female,26 to 34 years,Yes
60661,ZCTA5 60661,B27001_041,1944,275,Female,26 to 34 years,Yes
60610,ZCTA5 60610,B27001_041,6204,588,Female,26 to 34 years,Yes
60622,ZCTA5 60622,B27001_041,8478,643,Female,26 to 34 years,Yes
60660,ZCTA5 60660,B27001_041,4197,353,Female,26 to 34 years,Yes
60602,ZCTA5 60602,B27001_041,186,143,Female,26 to 34 years,Yes
60657,ZCTA5 60657,B27001_041,10899,557,Female,26 to 34 years,Yes
60654,ZCTA5 60654,B27001_041,3710,462,Female,26 to 34 years,Yes
60659,ZCTA5 60659,B27001_041,2299,356,Female,26 to 34 years,Yes
60603,ZCTA5 60603,B27001_041,80,45,Female,26 to 34 years,Yes
60642,ZCTA5 60642,B27001_041,3644,345,Female,26 to 34 years,Yes
60656,ZCTA5 60656,B27001_041,1763,294,Female,26 to 34 years,Yes
60611,ZCTA5 60611,B27001_041,4166,486,Female,26 to 34 years,Yes
60616,ZCTA5 60616,B27001_041,4251,642,Female,26 to 34 years,Yes
60651,ZCTA5 60651,B27001_041,3337,398,Female,26 to 34 years,Yes
60604,ZCTA5 60604,B27001_041,71,51,Female,26 to 34 years,Yes
60612,ZCTA5 60612,B27001_041,2933,267,Female,26 to 34 years,Yes
60613,ZCTA5 60613,B27001_041,6721,480,Female,26 to 34 years,Yes
60617,ZCTA5 60617,B27001_041,4039,491,Female,26 to 34 years,Yes
60618,ZCTA5 60618,B27001_041,8012,525,Female,26 to 34 years,Yes
60624,ZCTA5 60624,B27001_041,1742,286,Female,26 to 34 years,Yes
60626,ZCTA5 60626,B27001_041,3638,386,Female,26 to 34 years,Yes
60630,ZCTA5 60630,B27001_041,3028,315,Female,26 to 34 years,Yes
60632,ZCTA5 60632,B27001_041,4171,370,Female,26 to 34 years,Yes
60645,ZCTA5 60645,B27001_041,2353,368,Female,26 to 34 years,Yes
60653,ZCTA5 60653,B27001_041,2329,297,Female,26 to 34 years,Yes
60628,ZCTA5 60628,B27001_042,445,156,Female,26 to 34 years,No
60641,ZCTA5 60641,B27001_042,1017,220,Female,26 to 34 years,No
60607,ZCTA5 60607,B27001_042,52,44,Female,26 to 34 years,No
60609,ZCTA5 60609,B27001_042,875,166,Female,26 to 34 years,No
60625,ZCTA5 60625,B27001_042,971,238,Female,26 to 34 years,No
60646,ZCTA5 60646,B27001_042,140,109,Female,26 to 34 years,No
60652,ZCTA5 60652,B27001_042,232,123,Female,26 to 34 years,No
60614,ZCTA5 60614,B27001_042,337,162,Female,26 to 34 years,No
60615,ZCTA5 60615,B27001_042,190,88,Female,26 to 34 years,No
60619,ZCTA5 60619,B27001_042,402,148,Female,26 to 34 years,No
60621,ZCTA5 60621,B27001_042,317,123,Female,26 to 34 years,No
60636,ZCTA5 60636,B27001_042,270,98,Female,26 to 34 years,No
60639,ZCTA5 60639,B27001_042,1564,290,Female,26 to 34 years,No
60643,ZCTA5 60643,B27001_042,96,74,Female,26 to 34 years,No
60647,ZCTA5 60647,B27001_042,1160,214,Female,26 to 34 years,No
60631,ZCTA5 60631,B27001_042,105,71,Female,26 to 34 years,No
60601,ZCTA5 60601,B27001_042,45,74,Female,26 to 34 years,No
60608,ZCTA5 60608,B27001_042,1434,280,Female,26 to 34 years,No
60620,ZCTA5 60620,B27001_042,322,146,Female,26 to 34 years,No
60634,ZCTA5 60634,B27001_042,844,231,Female,26 to 34 years,No
60637,ZCTA5 60637,B27001_042,349,138,Female,26 to 34 years,No
60644,ZCTA5 60644,B27001_042,517,202,Female,26 to 34 years,No
60605,ZCTA5 60605,B27001_042,61,66,Female,26 to 34 years,No
60606,ZCTA5 60606,B27001_042,18,28,Female,26 to 34 years,No
60623,ZCTA5 60623,B27001_042,1858,308,Female,26 to 34 years,No
60629,ZCTA5 60629,B27001_042,1317,265,Female,26 to 34 years,No
60633,ZCTA5 60633,B27001_042,38,44,Female,26 to 34 years,No
60638,ZCTA5 60638,B27001_042,411,146,Female,26 to 34 years,No
60640,ZCTA5 60640,B27001_042,822,217,Female,26 to 34 years,No
60649,ZCTA5 60649,B27001_042,398,232,Female,26 to 34 years,No
60655,ZCTA5 60655,B27001_042,86,49,Female,26 to 34 years,No
60661,ZCTA5 60661,B27001_042,52,50,Female,26 to 34 years,No
60610,ZCTA5 60610,B27001_042,491,237,Female,26 to 34 years,No
60622,ZCTA5 60622,B27001_042,299,131,Female,26 to 34 years,No
60660,ZCTA5 60660,B27001_042,600,157,Female,26 to 34 years,No
60602,ZCTA5 60602,B27001_042,6,9,Female,26 to 34 years,No
60657,ZCTA5 60657,B27001_042,520,134,Female,26 to 34 years,No
60654,ZCTA5 60654,B27001_042,44,69,Female,26 to 34 years,No
60659,ZCTA5 60659,B27001_042,589,253,Female,26 to 34 years,No
60603,ZCTA5 60603,B27001_042,0,11,Female,26 to 34 years,No
60642,ZCTA5 60642,B27001_042,201,96,Female,26 to 34 years,No
60656,ZCTA5 60656,B27001_042,305,148,Female,26 to 34 years,No
60611,ZCTA5 60611,B27001_042,65,77,Female,26 to 34 years,No
60616,ZCTA5 60616,B27001_042,685,307,Female,26 to 34 years,No
60651,ZCTA5 60651,B27001_042,1008,323,Female,26 to 34 years,No
60604,ZCTA5 60604,B27001_042,0,11,Female,26 to 34 years,No
60612,ZCTA5 60612,B27001_042,245,109,Female,26 to 34 years,No
60613,ZCTA5 60613,B27001_042,403,174,Female,26 to 34 years,No
60617,ZCTA5 60617,B27001_042,590,193,Female,26 to 34 years,No
60618,ZCTA5 60618,B27001_042,959,177,Female,26 to 34 years,No
60624,ZCTA5 60624,B27001_042,331,130,Female,26 to 34 years,No
60626,ZCTA5 60626,B27001_042,855,250,Female,26 to 34 years,No
60630,ZCTA5 60630,B27001_042,500,173,Female,26 to 34 years,No
60632,ZCTA5 60632,B27001_042,1607,290,Female,26 to 34 years,No
60645,ZCTA5 60645,B27001_042,632,206,Female,26 to 34 years,No
60653,ZCTA5 60653,B27001_042,148,76,Female,26 to 34 years,No
60628,ZCTA5 60628,B27001_044,3632,373,Female,35 to 44 years,Yes
60641,ZCTA5 60641,B27001_044,3917,388,Female,35 to 44 years,Yes
60607,ZCTA5 60607,B27001_044,2195,267,Female,35 to 44 years,Yes
60609,ZCTA5 60609,B27001_044,2894,274,Female,35 to 44 years,Yes
60625,ZCTA5 60625,B27001_044,5658,532,Female,35 to 44 years,Yes
60646,ZCTA5 60646,B27001_044,1626,182,Female,35 to 44 years,Yes
60652,ZCTA5 60652,B27001_044,2657,341,Female,35 to 44 years,Yes
60614,ZCTA5 60614,B27001_044,4368,350,Female,35 to 44 years,Yes
60615,ZCTA5 60615,B27001_044,2452,292,Female,35 to 44 years,Yes
60619,ZCTA5 60619,B27001_044,3593,410,Female,35 to 44 years,Yes
60621,ZCTA5 60621,B27001_044,1393,225,Female,35 to 44 years,Yes
60636,ZCTA5 60636,B27001_044,1909,249,Female,35 to 44 years,Yes
60639,ZCTA5 60639,B27001_044,4474,382,Female,35 to 44 years,Yes
60643,ZCTA5 60643,B27001_044,2928,370,Female,35 to 44 years,Yes
60647,ZCTA5 60647,B27001_044,6006,360,Female,35 to 44 years,Yes
60631,ZCTA5 60631,B27001_044,2051,293,Female,35 to 44 years,Yes
60601,ZCTA5 60601,B27001_044,987,365,Female,35 to 44 years,Yes
60608,ZCTA5 60608,B27001_044,3702,412,Female,35 to 44 years,Yes
60620,ZCTA5 60620,B27001_044,3898,361,Female,35 to 44 years,Yes
60634,ZCTA5 60634,B27001_044,4384,382,Female,35 to 44 years,Yes
60637,ZCTA5 60637,B27001_044,3164,342,Female,35 to 44 years,Yes
60644,ZCTA5 60644,B27001_044,2664,361,Female,35 to 44 years,Yes
60605,ZCTA5 60605,B27001_044,1743,305,Female,35 to 44 years,Yes
60606,ZCTA5 60606,B27001_044,335,154,Female,35 to 44 years,Yes
60623,ZCTA5 60623,B27001_044,4041,308,Female,35 to 44 years,Yes
60629,ZCTA5 60629,B27001_044,5362,438,Female,35 to 44 years,Yes
60633,ZCTA5 60633,B27001_044,469,150,Female,35 to 44 years,Yes
60638,ZCTA5 60638,B27001_044,3548,321,Female,35 to 44 years,Yes
60640,ZCTA5 60640,B27001_044,4863,512,Female,35 to 44 years,Yes
60649,ZCTA5 60649,B27001_044,3365,349,Female,35 to 44 years,Yes
60655,ZCTA5 60655,B27001_044,2164,208,Female,35 to 44 years,Yes
60661,ZCTA5 60661,B27001_044,888,216,Female,35 to 44 years,Yes
60610,ZCTA5 60610,B27001_044,2197,361,Female,35 to 44 years,Yes
60622,ZCTA5 60622,B27001_044,4225,408,Female,35 to 44 years,Yes
60660,ZCTA5 60660,B27001_044,2418,342,Female,35 to 44 years,Yes
60602,ZCTA5 60602,B27001_044,97,87,Female,35 to 44 years,Yes
60657,ZCTA5 60657,B27001_044,4450,315,Female,35 to 44 years,Yes
60654,ZCTA5 60654,B27001_044,1509,348,Female,35 to 44 years,Yes
60659,ZCTA5 60659,B27001_044,2382,334,Female,35 to 44 years,Yes
60603,ZCTA5 60603,B27001_044,27,20,Female,35 to 44 years,Yes
60642,ZCTA5 60642,B27001_044,1357,264,Female,35 to 44 years,Yes
60656,ZCTA5 60656,B27001_044,1698,264,Female,35 to 44 years,Yes
60611,ZCTA5 60611,B27001_044,1894,403,Female,35 to 44 years,Yes
60616,ZCTA5 60616,B27001_044,3780,527,Female,35 to 44 years,Yes
