County,State,variable,estimate,Sex,Age,Employment
Posey, Indiana,B23001_130,287,Female,35 to 44 years,Not in labor force
Posey, Indiana,B23001_133,0,Female,45 to 54 years,In Armed Forces
Posey, Indiana,B23001_135,1365,Female,45 to 54 years,Employed Civilian
Posey, Indiana,B23001_136,42,Female,45 to 54 years,Unemployed Civilian
Posey, Indiana,B23001_137,339,Female,45 to 54 years,Not in labor force
Posey, Indiana,B23001_140,0,Female,55 to 59 years,In Armed Forces
Posey, Indiana,B23001_142,806,Female,55 to 59 years,Employed Civilian
Posey, Indiana,B23001_143,22,Female,55 to 59 years,Unemployed Civilian
Posey, Indiana,B23001_144,292,Female,55 to 59 years,Not in labor force
Posey, Indiana,B23001_147,0,Female,60 and 61 years,In Armed Forces
Posey, Indiana,B23001_149,217,Female,60 and 61 years,Employed Civilian
Posey, Indiana,B23001_150,0,Female,60 and 61 years,Unemployed Civilian
Posey, Indiana,B23001_151,153,Female,60 and 61 years,Not in labor force
Posey, Indiana,B23001_154,0,Female,62 to 64 years,In Armed Forces
Posey, Indiana,B23001_156,176,Female,62 to 64 years,Employed Civilian
Posey, Indiana,B23001_157,0,Female,62 to 64 years,Unemployed Civilian
Posey, Indiana,B23001_158,330,Female,62 to 64 years,Not in labor force
Posey, Indiana,B23001_161,172,Female,65 to 69 years,Employed
Posey, Indiana,B23001_162,0,Female,65 to 69 years,Unemployed
Posey, Indiana,B23001_163,596,Female,65 to 69 years,Not in labor force
Posey, Indiana,B23001_166,27,Female,70 to 74 years,Employed
Posey, Indiana,B23001_167,0,Female,70 to 74 years,Unemployed
Posey, Indiana,B23001_168,536,Female,70 to 74 years,Not in labor force
Posey, Indiana,B23001_171,37,Female,75 years and over,Employed
Posey, Indiana,B23001_172,0,Female,75 years and over,Unemployed
Posey, Indiana,B23001_173,1023,Female,75 years and over,Not in labor force
Pulaski, Indiana,B23001_005,0,Male,16 to 19 years,In Armed Forces
Pulaski, Indiana,B23001_007,97,Male,16 to 19 years,Employed Civilian
Pulaski, Indiana,B23001_008,0,Male,16 to 19 years,Unemployed Civilian
Pulaski, Indiana,B23001_009,226,Male,16 to 19 years,Not in labor force
Pulaski, Indiana,B23001_012,0,Male,20 and 21 years,In Armed Forces
Pulaski, Indiana,B23001_014,72,Male,20 and 21 years,Employed Civilian
Pulaski, Indiana,B23001_015,57,Male,20 and 21 years,Unemployed Civilian
Pulaski, Indiana,B23001_016,5,Male,20 and 21 years,Not in labor force
Pulaski, Indiana,B23001_019,0,Male,22 to 24 years,In Armed Forces
Pulaski, Indiana,B23001_021,151,Male,22 to 24 years,Employed Civilian
Pulaski, Indiana,B23001_022,34,Male,22 to 24 years,Unemployed Civilian
Pulaski, Indiana,B23001_023,36,Male,22 to 24 years,Not in labor force
Pulaski, Indiana,B23001_026,0,Male,25 to 29 years,In Armed Forces
Pulaski, Indiana,B23001_028,261,Male,25 to 29 years,Employed Civilian
Pulaski, Indiana,B23001_029,37,Male,25 to 29 years,Unemployed Civilian
Pulaski, Indiana,B23001_030,30,Male,25 to 29 years,Not in labor force
Pulaski, Indiana,B23001_033,0,Male,30 to 34 years,In Armed Forces
Pulaski, Indiana,B23001_035,283,Male,30 to 34 years,Employed Civilian
Pulaski, Indiana,B23001_036,3,Male,30 to 34 years,Unemployed Civilian
Pulaski, Indiana,B23001_037,58,Male,30 to 34 years,Not in labor force
Pulaski, Indiana,B23001_040,0,Male,35 to 44 years,In Armed Forces
Pulaski, Indiana,B23001_042,715,Male,35 to 44 years,Employed Civilian
Pulaski, Indiana,B23001_043,13,Male,35 to 44 years,Unemployed Civilian
Pulaski, Indiana,B23001_044,78,Male,35 to 44 years,Not in labor force
Pulaski, Indiana,B23001_047,0,Male,45 to 54 years,In Armed Forces
Pulaski, Indiana,B23001_049,685,Male,45 to 54 years,Employed Civilian
Pulaski, Indiana,B23001_050,17,Male,45 to 54 years,Unemployed Civilian
Pulaski, Indiana,B23001_051,111,Male,45 to 54 years,Not in labor force
Pulaski, Indiana,B23001_054,0,Male,55 to 59 years,In Armed Forces
Pulaski, Indiana,B23001_056,324,Male,55 to 59 years,Employed Civilian
Pulaski, Indiana,B23001_057,11,Male,55 to 59 years,Unemployed Civilian
Pulaski, Indiana,B23001_058,166,Male,55 to 59 years,Not in labor force
Pulaski, Indiana,B23001_061,0,Male,60 and 61 years,In Armed Forces
Pulaski, Indiana,B23001_063,164,Male,60 and 61 years,Employed Civilian
Pulaski, Indiana,B23001_064,3,Male,60 and 61 years,Unemployed Civilian
Pulaski, Indiana,B23001_065,44,Male,60 and 61 years,Not in labor force
Pulaski, Indiana,B23001_068,0,Male,62 to 64 years,In Armed Forces
Pulaski, Indiana,B23001_070,127,Male,62 to 64 years,Employed Civilian
Pulaski, Indiana,B23001_071,14,Male,62 to 64 years,Unemployed Civilian
Pulaski, Indiana,B23001_072,127,Male,62 to 64 years,Not in labor force
Pulaski, Indiana,B23001_075,129,Male,65 to 69 years,Employed
Pulaski, Indiana,B23001_076,0,Male,65 to 69 years,Unemployed
Pulaski, Indiana,B23001_077,247,Male,65 to 69 years,Not in labor force
Pulaski, Indiana,B23001_080,54,Male,70 to 74 years,Employed
Pulaski, Indiana,B23001_081,0,Male,70 to 74 years,Unemployed
Pulaski, Indiana,B23001_082,244,Male,70 to 74 years,Not in labor force
Pulaski, Indiana,B23001_085,26,Male,75 years and over,Employed
Pulaski, Indiana,B23001_086,0,Male,75 years and over,Unemployed
Pulaski, Indiana,B23001_087,422,Male,75 years and over,Not in labor force
Pulaski, Indiana,B23001_091,0,Female,16 to 19 years,In Armed Forces
Pulaski, Indiana,B23001_093,84,Female,16 to 19 years,Employed Civilian
Pulaski, Indiana,B23001_094,1,Female,16 to 19 years,Unemployed Civilian
Pulaski, Indiana,B23001_095,226,Female,16 to 19 years,Not in labor force
Pulaski, Indiana,B23001_098,0,Female,20 and 21 years,In Armed Forces
Pulaski, Indiana,B23001_100,64,Female,20 and 21 years,Employed Civilian
Pulaski, Indiana,B23001_101,0,Female,20 and 21 years,Unemployed Civilian
Pulaski, Indiana,B23001_102,57,Female,20 and 21 years,Not in labor force
Pulaski, Indiana,B23001_105,0,Female,22 to 24 years,In Armed Forces
Pulaski, Indiana,B23001_107,108,Female,22 to 24 years,Employed Civilian
Pulaski, Indiana,B23001_108,8,Female,22 to 24 years,Unemployed Civilian
Pulaski, Indiana,B23001_109,65,Female,22 to 24 years,Not in labor force
Pulaski, Indiana,B23001_112,0,Female,25 to 29 years,In Armed Forces
Pulaski, Indiana,B23001_114,206,Female,25 to 29 years,Employed Civilian
Pulaski, Indiana,B23001_115,29,Female,25 to 29 years,Unemployed Civilian
Pulaski, Indiana,B23001_116,130,Female,25 to 29 years,Not in labor force
Pulaski, Indiana,B23001_119,0,Female,30 to 34 years,In Armed Forces
Pulaski, Indiana,B23001_121,263,Female,30 to 34 years,Employed Civilian
Pulaski, Indiana,B23001_122,16,Female,30 to 34 years,Unemployed Civilian
Pulaski, Indiana,B23001_123,63,Female,30 to 34 years,Not in labor force
Pulaski, Indiana,B23001_126,0,Female,35 to 44 years,In Armed Forces
Pulaski, Indiana,B23001_128,439,Female,35 to 44 years,Employed Civilian
Pulaski, Indiana,B23001_129,55,Female,35 to 44 years,Unemployed Civilian
Pulaski, Indiana,B23001_130,210,Female,35 to 44 years,Not in labor force
Pulaski, Indiana,B23001_133,0,Female,45 to 54 years,In Armed Forces
Pulaski, Indiana,B23001_135,628,Female,45 to 54 years,Employed Civilian
Pulaski, Indiana,B23001_136,17,Female,45 to 54 years,Unemployed Civilian
Pulaski, Indiana,B23001_137,220,Female,45 to 54 years,Not in labor force
Pulaski, Indiana,B23001_140,0,Female,55 to 59 years,In Armed Forces
Pulaski, Indiana,B23001_142,275,Female,55 to 59 years,Employed Civilian
Pulaski, Indiana,B23001_143,15,Female,55 to 59 years,Unemployed Civilian
Pulaski, Indiana,B23001_144,141,Female,55 to 59 years,Not in labor force
Pulaski, Indiana,B23001_147,0,Female,60 and 61 years,In Armed Forces
Pulaski, Indiana,B23001_149,136,Female,60 and 61 years,Employed Civilian
Pulaski, Indiana,B23001_150,8,Female,60 and 61 years,Unemployed Civilian
Pulaski, Indiana,B23001_151,58,Female,60 and 61 years,Not in labor force
Pulaski, Indiana,B23001_154,0,Female,62 to 64 years,In Armed Forces
Pulaski, Indiana,B23001_156,117,Female,62 to 64 years,Employed Civilian
Pulaski, Indiana,B23001_157,0,Female,62 to 64 years,Unemployed Civilian
Pulaski, Indiana,B23001_158,174,Female,62 to 64 years,Not in labor force
Pulaski, Indiana,B23001_161,83,Female,65 to 69 years,Employed
Pulaski, Indiana,B23001_162,0,Female,65 to 69 years,Unemployed
Pulaski, Indiana,B23001_163,300,Female,65 to 69 years,Not in labor force
Pulaski, Indiana,B23001_166,18,Female,70 to 74 years,Employed
Pulaski, Indiana,B23001_167,0,Female,70 to 74 years,Unemployed
Pulaski, Indiana,B23001_168,263,Female,70 to 74 years,Not in labor force
Pulaski, Indiana,B23001_171,27,Female,75 years and over,Employed
Pulaski, Indiana,B23001_172,0,Female,75 years and over,Unemployed
Pulaski, Indiana,B23001_173,537,Female,75 years and over,Not in labor force
Putnam, Indiana,B23001_005,0,Male,16 to 19 years,In Armed Forces
Putnam, Indiana,B23001_007,405,Male,16 to 19 years,Employed Civilian
Putnam, Indiana,B23001_008,44,Male,16 to 19 years,Unemployed Civilian
Putnam, Indiana,B23001_009,831,Male,16 to 19 years,Not in labor force
Putnam, Indiana,B23001_012,0,Male,20 and 21 years,In Armed Forces
Putnam, Indiana,B23001_014,452,Male,20 and 21 years,Employed Civilian
Putnam, Indiana,B23001_015,33,Male,20 and 21 years,Unemployed Civilian
Putnam, Indiana,B23001_016,402,Male,20 and 21 years,Not in labor force
Putnam, Indiana,B23001_019,0,Male,22 to 24 years,In Armed Forces
Putnam, Indiana,B23001_021,527,Male,22 to 24 years,Employed Civilian
Putnam, Indiana,B23001_022,41,Male,22 to 24 years,Unemployed Civilian
Putnam, Indiana,B23001_023,524,Male,22 to 24 years,Not in labor force
Putnam, Indiana,B23001_026,4,Male,25 to 29 years,In Armed Forces
Putnam, Indiana,B23001_028,805,Male,25 to 29 years,Employed Civilian
Putnam, Indiana,B23001_029,80,Male,25 to 29 years,Unemployed Civilian
Putnam, Indiana,B23001_030,438,Male,25 to 29 years,Not in labor force
Putnam, Indiana,B23001_033,0,Male,30 to 34 years,In Armed Forces
Putnam, Indiana,B23001_035,647,Male,30 to 34 years,Employed Civilian
Putnam, Indiana,B23001_036,6,Male,30 to 34 years,Unemployed Civilian
Putnam, Indiana,B23001_037,608,Male,30 to 34 years,Not in labor force
Putnam, Indiana,B23001_040,0,Male,35 to 44 years,In Armed Forces
Putnam, Indiana,B23001_042,1632,Male,35 to 44 years,Employed Civilian
Putnam, Indiana,B23001_043,30,Male,35 to 44 years,Unemployed Civilian
Putnam, Indiana,B23001_044,799,Male,35 to 44 years,Not in labor force
Putnam, Indiana,B23001_047,0,Male,45 to 54 years,In Armed Forces
Putnam, Indiana,B23001_049,2086,Male,45 to 54 years,Employed Civilian
Putnam, Indiana,B23001_050,148,Male,45 to 54 years,Unemployed Civilian
Putnam, Indiana,B23001_051,595,Male,45 to 54 years,Not in labor force
Putnam, Indiana,B23001_054,0,Male,55 to 59 years,In Armed Forces
Putnam, Indiana,B23001_056,838,Male,55 to 59 years,Employed Civilian
Putnam, Indiana,B23001_057,23,Male,55 to 59 years,Unemployed Civilian
Putnam, Indiana,B23001_058,496,Male,55 to 59 years,Not in labor force
Putnam, Indiana,B23001_061,0,Male,60 and 61 years,In Armed Forces
Putnam, Indiana,B23001_063,306,Male,60 and 61 years,Employed Civilian
Putnam, Indiana,B23001_064,0,Male,60 and 61 years,Unemployed Civilian
Putnam, Indiana,B23001_065,101,Male,60 and 61 years,Not in labor force
Putnam, Indiana,B23001_068,0,Male,62 to 64 years,In Armed Forces
Putnam, Indiana,B23001_070,390,Male,62 to 64 years,Employed Civilian
Putnam, Indiana,B23001_071,0,Male,62 to 64 years,Unemployed Civilian
Putnam, Indiana,B23001_072,405,Male,62 to 64 years,Not in labor force
Putnam, Indiana,B23001_075,314,Male,65 to 69 years,Employed
Putnam, Indiana,B23001_076,0,Male,65 to 69 years,Unemployed
Putnam, Indiana,B23001_077,554,Male,65 to 69 years,Not in labor force
Putnam, Indiana,B23001_080,191,Male,70 to 74 years,Employed
Putnam, Indiana,B23001_081,0,Male,70 to 74 years,Unemployed
Putnam, Indiana,B23001_082,494,Male,70 to 74 years,Not in labor force
Putnam, Indiana,B23001_085,39,Male,75 years and over,Employed
Putnam, Indiana,B23001_086,15,Male,75 years and over,Unemployed
Putnam, Indiana,B23001_087,1061,Male,75 years and over,Not in labor force
Putnam, Indiana,B23001_091,0,Female,16 to 19 years,In Armed Forces
Putnam, Indiana,B23001_093,484,Female,16 to 19 years,Employed Civilian
Putnam, Indiana,B23001_094,12,Female,16 to 19 years,Unemployed Civilian
Putnam, Indiana,B23001_095,966,Female,16 to 19 years,Not in labor force
Putnam, Indiana,B23001_098,3,Female,20 and 21 years,In Armed Forces
Putnam, Indiana,B23001_100,508,Female,20 and 21 years,Employed Civilian
Putnam, Indiana,B23001_101,19,Female,20 and 21 years,Unemployed Civilian
Putnam, Indiana,B23001_102,422,Female,20 and 21 years,Not in labor force
Putnam, Indiana,B23001_105,0,Female,22 to 24 years,In Armed Forces
Putnam, Indiana,B23001_107,481,Female,22 to 24 years,Employed Civilian
Putnam, Indiana,B23001_108,28,Female,22 to 24 years,Unemployed Civilian
Putnam, Indiana,B23001_109,260,Female,22 to 24 years,Not in labor force
Putnam, Indiana,B23001_112,0,Female,25 to 29 years,In Armed Forces
Putnam, Indiana,B23001_114,674,Female,25 to 29 years,Employed Civilian
Putnam, Indiana,B23001_115,47,Female,25 to 29 years,Unemployed Civilian
Putnam, Indiana,B23001_116,246,Female,25 to 29 years,Not in labor force
Putnam, Indiana,B23001_119,0,Female,30 to 34 years,In Armed Forces
Putnam, Indiana,B23001_121,616,Female,30 to 34 years,Employed Civilian
Putnam, Indiana,B23001_122,26,Female,30 to 34 years,Unemployed Civilian
Putnam, Indiana,B23001_123,229,Female,30 to 34 years,Not in labor force
Putnam, Indiana,B23001_126,0,Female,35 to 44 years,In Armed Forces
Putnam, Indiana,B23001_128,1391,Female,35 to 44 years,Employed Civilian
Putnam, Indiana,B23001_129,67,Female,35 to 44 years,Unemployed Civilian
Putnam, Indiana,B23001_130,408,Female,35 to 44 years,Not in labor force
Putnam, Indiana,B23001_133,0,Female,45 to 54 years,In Armed Forces
Putnam, Indiana,B23001_135,1740,Female,45 to 54 years,Employed Civilian
Putnam, Indiana,B23001_136,62,Female,45 to 54 years,Unemployed Civilian
Putnam, Indiana,B23001_137,522,Female,45 to 54 years,Not in labor force
Putnam, Indiana,B23001_140,0,Female,55 to 59 years,In Armed Forces
Putnam, Indiana,B23001_142,768,Female,55 to 59 years,Employed Civilian
Putnam, Indiana,B23001_143,4,Female,55 to 59 years,Unemployed Civilian
Putnam, Indiana,B23001_144,524,Female,55 to 59 years,Not in labor force
Putnam, Indiana,B23001_147,0,Female,60 and 61 years,In Armed Forces
Putnam, Indiana,B23001_149,365,Female,60 and 61 years,Employed Civilian
Putnam, Indiana,B23001_150,0,Female,60 and 61 years,Unemployed Civilian
Putnam, Indiana,B23001_151,226,Female,60 and 61 years,Not in labor force
Putnam, Indiana,B23001_154,0,Female,62 to 64 years,In Armed Forces
Putnam, Indiana,B23001_156,187,Female,62 to 64 years,Employed Civilian
Putnam, Indiana,B23001_157,9,Female,62 to 64 years,Unemployed Civilian
Putnam, Indiana,B23001_158,321,Female,62 to 64 years,Not in labor force
Putnam, Indiana,B23001_161,256,Female,65 to 69 years,Employed
Putnam, Indiana,B23001_162,0,Female,65 to 69 years,Unemployed
Putnam, Indiana,B23001_163,725,Female,65 to 69 years,Not in labor force
Putnam, Indiana,B23001_166,123,Female,70 to 74 years,Employed
Putnam, Indiana,B23001_167,14,Female,70 to 74 years,Unemployed
Putnam, Indiana,B23001_168,615,Female,70 to 74 years,Not in labor force
Putnam, Indiana,B23001_171,25,Female,75 years and over,Employed
Putnam, Indiana,B23001_172,0,Female,75 years and over,Unemployed
Putnam, Indiana,B23001_173,1490,Female,75 years and over,Not in labor force
Randolph, Indiana,B23001_005,0,Male,16 to 19 years,In Armed Forces
Randolph, Indiana,B23001_007,205,Male,16 to 19 years,Employed Civilian
Randolph, Indiana,B23001_008,23,Male,16 to 19 years,Unemployed Civilian
Randolph, Indiana,B23001_009,430,Male,16 to 19 years,Not in labor force
Randolph, Indiana,B23001_012,0,Male,20 and 21 years,In Armed Forces
Randolph, Indiana,B23001_014,152,Male,20 and 21 years,Employed Civilian
Randolph, Indiana,B23001_015,27,Male,20 and 21 years,Unemployed Civilian
Randolph, Indiana,B23001_016,78,Male,20 and 21 years,Not in labor force
Randolph, Indiana,B23001_019,5,Male,22 to 24 years,In Armed Forces
Randolph, Indiana,B23001_021,297,Male,22 to 24 years,Employed Civilian
Randolph, Indiana,B23001_022,92,Male,22 to 24 years,Unemployed Civilian
Randolph, Indiana,B23001_023,57,Male,22 to 24 years,Not in labor force
Randolph, Indiana,B23001_026,0,Male,25 to 29 years,In Armed Forces
Randolph, Indiana,B23001_028,588,Male,25 to 29 years,Employed Civilian
Randolph, Indiana,B23001_029,18,Male,25 to 29 years,Unemployed Civilian
Randolph, Indiana,B23001_030,71,Male,25 to 29 years,Not in labor force
Randolph, Indiana,B23001_033,0,Male,30 to 34 years,In Armed Forces
Randolph, Indiana,B23001_035,533,Male,30 to 34 years,Employed Civilian
Randolph, Indiana,B23001_036,26,Male,30 to 34 years,Unemployed Civilian
Randolph, Indiana,B23001_037,75,Male,30 to 34 years,Not in labor force
Randolph, Indiana,B23001_040,0,Male,35 to 44 years,In Armed Forces
Randolph, Indiana,B23001_042,1161,Male,35 to 44 years,Employed Civilian
Randolph, Indiana,B23001_043,104,Male,35 to 44 years,Unemployed Civilian
Randolph, Indiana,B23001_044,204,Male,35 to 44 years,Not in labor force
Randolph, Indiana,B23001_047,0,Male,45 to 54 years,In Armed Forces
Randolph, Indiana,B23001_049,1426,Male,45 to 54 years,Employed Civilian
Randolph, Indiana,B23001_050,29,Male,45 to 54 years,Unemployed Civilian
Randolph, Indiana,B23001_051,294,Male,45 to 54 years,Not in labor force
Randolph, Indiana,B23001_054,0,Male,55 to 59 years,In Armed Forces
Randolph, Indiana,B23001_056,628,Male,55 to 59 years,Employed Civilian
Randolph, Indiana,B23001_057,22,Male,55 to 59 years,Unemployed Civilian
Randolph, Indiana,B23001_058,225,Male,55 to 59 years,Not in labor force
Randolph, Indiana,B23001_061,0,Male,60 and 61 years,In Armed Forces
Randolph, Indiana,B23001_063,329,Male,60 and 61 years,Employed Civilian
Randolph, Indiana,B23001_064,0,Male,60 and 61 years,Unemployed Civilian
Randolph, Indiana,B23001_065,120,Male,60 and 61 years,Not in labor force
Randolph, Indiana,B23001_068,0,Male,62 to 64 years,In Armed Forces
Randolph, Indiana,B23001_070,211,Male,62 to 64 years,Employed Civilian
Randolph, Indiana,B23001_071,1,Male,62 to 64 years,Unemployed Civilian
Randolph, Indiana,B23001_072,202,Male,62 to 64 years,Not in labor force
Randolph, Indiana,B23001_075,168,Male,65 to 69 years,Employed
Randolph, Indiana,B23001_076,0,Male,65 to 69 years,Unemployed
Randolph, Indiana,B23001_077,580,Male,65 to 69 years,Not in labor force
Randolph, Indiana,B23001_080,56,Male,70 to 74 years,Employed
Randolph, Indiana,B23001_081,8,Male,70 to 74 years,Unemployed
Randolph, Indiana,B23001_082,427,Male,70 to 74 years,Not in labor force
Randolph, Indiana,B23001_085,37,Male,75 years and over,Employed
Randolph, Indiana,B23001_086,0,Male,75 years and over,Unemployed
Randolph, Indiana,B23001_087,846,Male,75 years and over,Not in labor force
Randolph, Indiana,B23001_091,0,Female,16 to 19 years,In Armed Forces
Randolph, Indiana,B23001_093,260,Female,16 to 19 years,Employed Civilian
Randolph, Indiana,B23001_094,24,Female,16 to 19 years,Unemployed Civilian
Randolph, Indiana,B23001_095,367,Female,16 to 19 years,Not in labor force
Randolph, Indiana,B23001_098,0,Female,20 and 21 years,In Armed Forces
Randolph, Indiana,B23001_100,236,Female,20 and 21 years,Employed Civilian
Randolph, Indiana,B23001_101,14,Female,20 and 21 years,Unemployed Civilian
Randolph, Indiana,B23001_102,10,Female,20 and 21 years,Not in labor force
Randolph, Indiana,B23001_105,0,Female,22 to 24 years,In Armed Forces
Randolph, Indiana,B23001_107,253,Female,22 to 24 years,Employed Civilian
Randolph, Indiana,B23001_108,21,Female,22 to 24 years,Unemployed Civilian
Randolph, Indiana,B23001_109,97,Female,22 to 24 years,Not in labor force
Randolph, Indiana,B23001_112,0,Female,25 to 29 years,In Armed Forces
Randolph, Indiana,B23001_114,594,Female,25 to 29 years,Employed Civilian
Randolph, Indiana,B23001_115,15,Female,25 to 29 years,Unemployed Civilian
Randolph, Indiana,B23001_116,147,Female,25 to 29 years,Not in labor force
Randolph, Indiana,B23001_119,0,Female,30 to 34 years,In Armed Forces
Randolph, Indiana,B23001_121,434,Female,30 to 34 years,Employed Civilian
Randolph, Indiana,B23001_122,76,Female,30 to 34 years,Unemployed Civilian
Randolph, Indiana,B23001_123,103,Female,30 to 34 years,Not in labor force
Randolph, Indiana,B23001_126,0,Female,35 to 44 years,In Armed Forces
Randolph, Indiana,B23001_128,1135,Female,35 to 44 years,Employed Civilian
Randolph, Indiana,B23001_129,70,Female,35 to 44 years,Unemployed Civilian
Randolph, Indiana,B23001_130,281,Female,35 to 44 years,Not in labor force
Randolph, Indiana,B23001_133,0,Female,45 to 54 years,In Armed Forces
Randolph, Indiana,B23001_135,1196,Female,45 to 54 years,Employed Civilian
Randolph, Indiana,B23001_136,14,Female,45 to 54 years,Unemployed Civilian
Randolph, Indiana,B23001_137,421,Female,45 to 54 years,Not in labor force
Randolph, Indiana,B23001_140,0,Female,55 to 59 years,In Armed Forces
Randolph, Indiana,B23001_142,567,Female,55 to 59 years,Employed Civilian
Randolph, Indiana,B23001_143,0,Female,55 to 59 years,Unemployed Civilian
Randolph, Indiana,B23001_144,279,Female,55 to 59 years,Not in labor force
Randolph, Indiana,B23001_147,0,Female,60 and 61 years,In Armed Forces
Randolph, Indiana,B23001_149,272,Female,60 and 61 years,Employed Civilian
Randolph, Indiana,B23001_150,7,Female,60 and 61 years,Unemployed Civilian
Randolph, Indiana,B23001_151,210,Female,60 and 61 years,Not in labor force
Randolph, Indiana,B23001_154,0,Female,62 to 64 years,In Armed Forces
Randolph, Indiana,B23001_156,142,Female,62 to 64 years,Employed Civilian
Randolph, Indiana,B23001_157,0,Female,62 to 64 years,Unemployed Civilian
Randolph, Indiana,B23001_158,278,Female,62 to 64 years,Not in labor force
Randolph, Indiana,B23001_161,207,Female,65 to 69 years,Employed
Randolph, Indiana,B23001_162,7,Female,65 to 69 years,Unemployed
Randolph, Indiana,B23001_163,584,Female,65 to 69 years,Not in labor force
Randolph, Indiana,B23001_166,92,Female,70 to 74 years,Employed
Randolph, Indiana,B23001_167,0,Female,70 to 74 years,Unemployed
Randolph, Indiana,B23001_168,521,Female,70 to 74 years,Not in labor force
Randolph, Indiana,B23001_171,92,Female,75 years and over,Employed
Randolph, Indiana,B23001_172,0,Female,75 years and over,Unemployed
Randolph, Indiana,B23001_173,1226,Female,75 years and over,Not in labor force
Ripley, Indiana,B23001_005,0,Male,16 to 19 years,In Armed Forces
Ripley, Indiana,B23001_007,343,Male,16 to 19 years,Employed Civilian
Ripley, Indiana,B23001_008,107,Male,16 to 19 years,Unemployed Civilian
Ripley, Indiana,B23001_009,382,Male,16 to 19 years,Not in labor force
Ripley, Indiana,B23001_012,0,Male,20 and 21 years,In Armed Forces
Ripley, Indiana,B23001_014,164,Male,20 and 21 years,Employed Civilian
Ripley, Indiana,B23001_015,45,Male,20 and 21 years,Unemployed Civilian
Ripley, Indiana,B23001_016,22,Male,20 and 21 years,Not in labor force
Ripley, Indiana,B23001_019,0,Male,22 to 24 years,In Armed Forces
Ripley, Indiana,B23001_021,568,Male,22 to 24 years,Employed Civilian
Ripley, Indiana,B23001_022,63,Male,22 to 24 years,Unemployed Civilian
Ripley, Indiana,B23001_023,72,Male,22 to 24 years,Not in labor force
Ripley, Indiana,B23001_026,19,Male,25 to 29 years,In Armed Forces
Ripley, Indiana,B23001_028,580,Male,25 to 29 years,Employed Civilian
Ripley, Indiana,B23001_029,117,Male,25 to 29 years,Unemployed Civilian
Ripley, Indiana,B23001_030,51,Male,25 to 29 years,Not in labor force
Ripley, Indiana,B23001_033,0,Male,30 to 34 years,In Armed Forces
Ripley, Indiana,B23001_035,677,Male,30 to 34 years,Employed Civilian
Ripley, Indiana,B23001_036,41,Male,30 to 34 years,Unemployed Civilian
Ripley, Indiana,B23001_037,40,Male,30 to 34 years,Not in labor force
Ripley, Indiana,B23001_040,0,Male,35 to 44 years,In Armed Forces
Ripley, Indiana,B23001_042,1490,Male,35 to 44 years,Employed Civilian
Ripley, Indiana,B23001_043,44,Male,35 to 44 years,Unemployed Civilian
Ripley, Indiana,B23001_044,137,Male,35 to 44 years,Not in labor force
Ripley, Indiana,B23001_047,0,Male,45 to 54 years,In Armed Forces
Ripley, Indiana,B23001_049,1704,Male,45 to 54 years,Employed Civilian
Ripley, Indiana,B23001_050,61,Male,45 to 54 years,Unemployed Civilian
Ripley, Indiana,B23001_051,221,Male,45 to 54 years,Not in labor force
Ripley, Indiana,B23001_054,0,Male,55 to 59 years,In Armed Forces
Ripley, Indiana,B23001_056,849,Male,55 to 59 years,Employed Civilian
Ripley, Indiana,B23001_057,32,Male,55 to 59 years,Unemployed Civilian
Ripley, Indiana,B23001_058,161,Male,55 to 59 years,Not in labor force
Ripley, Indiana,B23001_061,0,Male,60 and 61 years,In Armed Forces
Ripley, Indiana,B23001_063,347,Male,60 and 61 years,Employed Civilian
Ripley, Indiana,B23001_064,6,Male,60 and 61 years,Unemployed Civilian
Ripley, Indiana,B23001_065,86,Male,60 and 61 years,Not in labor force
Ripley, Indiana,B23001_068,0,Male,62 to 64 years,In Armed Forces
Ripley, Indiana,B23001_070,255,Male,62 to 64 years,Employed Civilian
Ripley, Indiana,B23001_071,0,Male,62 to 64 years,Unemployed Civilian
Ripley, Indiana,B23001_072,216,Male,62 to 64 years,Not in labor force
Ripley, Indiana,B23001_075,204,Male,65 to 69 years,Employed
Ripley, Indiana,B23001_076,0,Male,65 to 69 years,Unemployed
Ripley, Indiana,B23001_077,406,Male,65 to 69 years,Not in labor force
Ripley, Indiana,B23001_080,126,Male,70 to 74 years,Employed
Ripley, Indiana,B23001_081,4,Male,70 to 74 years,Unemployed
Ripley, Indiana,B23001_082,580,Male,70 to 74 years,Not in labor force
Ripley, Indiana,B23001_085,41,Male,75 years and over,Employed
Ripley, Indiana,B23001_086,0,Male,75 years and over,Unemployed
Ripley, Indiana,B23001_087,829,Male,75 years and over,Not in labor force
Ripley, Indiana,B23001_091,0,Female,16 to 19 years,In Armed Forces
Ripley, Indiana,B23001_093,432,Female,16 to 19 years,Employed Civilian
Ripley, Indiana,B23001_094,125,Female,16 to 19 years,Unemployed Civilian
Ripley, Indiana,B23001_095,266,Female,16 to 19 years,Not in labor force
Ripley, Indiana,B23001_098,0,Female,20 and 21 years,In Armed Forces
Ripley, Indiana,B23001_100,306,Female,20 and 21 years,Employed Civilian
Ripley, Indiana,B23001_101,20,Female,20 and 21 years,Unemployed Civilian
Ripley, Indiana,B23001_102,5,Female,20 and 21 years,Not in labor force
Ripley, Indiana,B23001_105,0,Female,22 to 24 years,In Armed Forces
Ripley, Indiana,B23001_107,350,Female,22 to 24 years,Employed Civilian
