zip,type,primary_city,acceptable_cities,state,county,latitude,longitude
97033,PO BOX,Kent,NA,OR,Sherman County,45.28,-120.6
97034,STANDARD,Lake Oswego,Rivergrove,OR,Clackamas County,45.4,-122.68
97035,STANDARD,Lake Oswego,NA,OR,Clackamas County,45.41,-122.72
97036,PO BOX,Marylhurst,NA,OR,Clackamas County,45.39,-122.64
97037,STANDARD,Maupin,NA,OR,Wasco County,45.04,-121.15
97038,STANDARD,Molalla,NA,OR,Clackamas County,45.07,-122.55
97039,STANDARD,Moro,NA,OR,Sherman County,45.41,-120.79
97040,STANDARD,Mosier,NA,OR,Wasco County,45.6,-121.37
97041,STANDARD,Mount Hood Parkdale,Mt Hood Prkdl,OR,Hood River County,45.43,-121.63
97042,STANDARD,Mulino,NA,OR,Clackamas County,45.2,-122.54
97044,PO BOX,Odell,NA,OR,Hood River County,45.62,-121.54
97045,STANDARD,Oregon City,NA,OR,Clackamas County,45.32,-122.52
97048,STANDARD,Rainier,Prescott,OR,Columbia County,46.04,-122.98
97049,STANDARD,Rhododendron,Zigzag,OR,Clackamas County,45.36,-121.85
97050,PO BOX,Rufus,NA,OR,Sherman County,45.67,-120.78
97051,STANDARD,Saint Helens,NA,OR,Columbia County,45.88,-122.92
97053,STANDARD,Warren,NA,OR,Columbia County,45.81,-122.88
97054,STANDARD,Deer Island,NA,OR,Columbia County,45.94,-122.92
97055,STANDARD,Sandy,NA,OR,Clackamas County,45.38,-122.23
97056,STANDARD,Scappoose,NA,OR,Columbia County,45.8,-122.97
97057,PO BOX,Shaniko,NA,OR,Wasco County,45,-120.75
97058,STANDARD,The Dalles,NA,OR,Wasco County,45.54,-121.15
97060,STANDARD,Troutdale,Wood Village,OR,Multnomah County,45.52,-122.35
97062,STANDARD,Tualatin,NA,OR,Washington County,45.36,-122.75
97063,STANDARD,Tygh Valley,Wamic,OR,Wasco County,45.22,-121.26
97064,STANDARD,Vernonia,NA,OR,Columbia County,45.88,-123.23
97065,STANDARD,Wasco,NA,OR,Sherman County,45.59,-120.63
97067,STANDARD,Welches,NA,OR,Clackamas County,45.3,-121.95
97068,STANDARD,West Linn,NA,OR,Clackamas County,45.34,-122.66
97070,STANDARD,Wilsonville,NA,OR,Clackamas County,45.3,-122.78
97071,STANDARD,Woodburn,NA,OR,Marion County,45.13,-122.82
97075,PO BOX,Beaverton,NA,OR,Washington County,45.49,-122.8
97076,PO BOX,Beaverton,NA,OR,Washington County,45.49,-122.8
97077,UNIQUE,Beaverton,NA,OR,Washington County,45.49,-122.8
97078,UNIQUE,Beaverton,First Consumers Nat Bank,OR,Washington County,45.48,-122.8
97079,UNIQUE,Beaverton,NA,OR,NA,45.48,-122.8
97080,STANDARD,Gresham,NA,OR,Multnomah County,45.47,-122.37
97086,STANDARD,Happy Valley,"Clackamas, Portland",OR,Clackamas County,45.44,-122.52
97089,STANDARD,Damascus,Boring,OR,Clackamas County,45.42,-122.45
97101,STANDARD,Amity,NA,OR,Yamhill County,45.1,-123.23
97102,STANDARD,Arch Cape,NA,OR,Clatsop County,45.8,-123.96
97103,STANDARD,Astoria,NA,OR,Clatsop County,46.12,-123.67
97106,STANDARD,Banks,NA,OR,Washington County,45.66,-123.15
97107,STANDARD,Bay City,NA,OR,Tillamook County,45.55,-123.88
97108,STANDARD,Beaver,NA,OR,Tillamook County,45.27,-123.71
97109,STANDARD,Buxton,Banks,OR,Washington County,45.73,-123.19
97110,PO BOX,Cannon Beach,NA,OR,Clatsop County,45.9,-123.96
97111,STANDARD,Carlton,NA,OR,Yamhill County,45.29,-123.22
97112,STANDARD,Cloverdale,Beaver,OR,Tillamook County,45.22,-123.92
97113,STANDARD,Cornelius,NA,OR,Washington County,45.52,-123.04
97114,STANDARD,Dayton,NA,OR,Yamhill County,45.19,-123.07
97115,STANDARD,Dundee,NA,OR,Yamhill County,45.26,-123.02
97116,STANDARD,Forest Grove,Glenwood,OR,Washington County,45.55,-123.15
97117,STANDARD,Gales Creek,NA,OR,Washington County,45.61,-123.27
97118,PO BOX,Garibaldi,NA,OR,Tillamook County,45.56,-123.9
97119,STANDARD,Gaston,NA,OR,Washington County,45.47,-123.2
97121,STANDARD,Hammond,NA,OR,Clatsop County,46.17,-123.97
97122,STANDARD,Hebo,NA,OR,Tillamook County,45.17,-123.83
97123,STANDARD,Hillsboro,Cornelius,OR,Washington County,45.44,-122.96
97124,STANDARD,Hillsboro,NA,OR,Washington County,45.58,-122.91
97125,STANDARD,Manning,Banks,OR,Washington County,45.65,-123.23
97127,STANDARD,Lafayette,NA,OR,Yamhill County,45.24,-123.11
97128,STANDARD,Mcminnville,NA,OR,Yamhill County,45.19,-123.24
97129,UNIQUE,Hillsboro,NA,OR,NA,45.52,-122.99
97130,PO BOX,Manzanita,NA,OR,Tillamook County,45.7,-123.93
97131,STANDARD,Nehalem,NA,OR,Tillamook County,45.7,-123.86
97132,STANDARD,Newberg,NA,OR,Yamhill County,45.32,-122.98
97133,STANDARD,North Plains,NA,OR,Washington County,45.67,-123.02
97134,PO BOX,Oceanside,NA,OR,Tillamook County,45.45,-123.96
97135,PO BOX,Pacific City,NA,OR,Tillamook County,45.19,-123.96
97136,STANDARD,Rockaway Beach,"Rockaway, Rockaway Bch",OR,Tillamook County,45.62,-123.91
97137,STANDARD,Saint Paul,NA,OR,Marion County,45.2,-122.96
97138,STANDARD,Seaside,Gearhart,OR,Clatsop County,45.85,-123.57
97140,STANDARD,Sherwood,NA,OR,Washington County,45.35,-122.86
97141,STANDARD,Tillamook,NA,OR,Tillamook County,45.46,-123.71
97143,PO BOX,Netarts,Netarts Bay,OR,Tillamook County,45.43,-123.94
97144,STANDARD,Timber,NA,OR,Washington County,45.74,-123.3
97145,PO BOX,Tolovana Park,NA,OR,Clatsop County,45.86,-123.96
97146,STANDARD,Warrenton,NA,OR,Clatsop County,46.12,-123.91
97147,PO BOX,Wheeler,NA,OR,Tillamook County,45.69,-123.88
97148,STANDARD,Yamhill,NA,OR,Yamhill County,45.36,-123.24
97149,STANDARD,Neskowin,NA,OR,Tillamook County,45.1,-123.93
97201,STANDARD,Portland,NA,OR,Multnomah County,45.51,-122.69
97202,STANDARD,Portland,NA,OR,Multnomah County,45.47,-122.64
97203,STANDARD,Portland,NA,OR,Multnomah County,45.6,-122.74
97204,STANDARD,Portland,NA,OR,Multnomah County,45.52,-122.67
97205,STANDARD,Portland,NA,OR,Multnomah County,45.52,-122.71
97206,STANDARD,Portland,NA,OR,Multnomah County,45.48,-122.6
97207,PO BOX,Portland,NA,OR,Multnomah County,45.52,-122.68
97208,PO BOX,Portland,NA,OR,Multnomah County,45.53,-122.68
97209,STANDARD,Portland,NA,OR,Multnomah County,45.53,-122.68
97210,STANDARD,Portland,NA,OR,Multnomah County,45.55,-122.73
97211,STANDARD,Portland,NA,OR,Multnomah County,45.57,-122.62
97212,STANDARD,Portland,NA,OR,Multnomah County,45.54,-122.64
97213,STANDARD,Portland,NA,OR,Multnomah County,45.53,-122.6
97214,STANDARD,Portland,NA,OR,Multnomah County,45.51,-122.64
97215,STANDARD,Portland,NA,OR,Multnomah County,45.51,-122.59
97216,STANDARD,Portland,NA,OR,Multnomah County,45.51,-122.55
97217,STANDARD,Portland,NA,OR,Multnomah County,45.58,-122.7
97218,STANDARD,Portland,NA,OR,Multnomah County,45.57,-122.59
97219,STANDARD,Portland,NA,OR,Multnomah County,45.45,-122.69
97220,STANDARD,Portland,NA,OR,Multnomah County,45.55,-122.56
97221,STANDARD,Portland,NA,OR,Multnomah County,45.49,-122.72
97222,STANDARD,Portland,"Milwaukie, Oak Grove",OR,Clackamas County,45.44,-122.61
97223,STANDARD,Portland,Tigard,OR,Washington County,45.44,-122.76
97224,STANDARD,Portland,"King City, Tigard",OR,Washington County,45.4,-122.79
97225,STANDARD,Portland,NA,OR,Washington County,45.49,-122.77
97227,STANDARD,Portland,NA,OR,Multnomah County,45.54,-122.67
97228,PO BOX,Portland,NA,OR,Multnomah County,45.53,-122.68
97229,STANDARD,Portland,NA,OR,Washington County,45.55,-122.81
97230,STANDARD,Portland,NA,OR,Multnomah County,45.54,-122.5
97231,STANDARD,Portland,NA,OR,Multnomah County,45.69,-122.82
97232,STANDARD,Portland,NA,OR,Multnomah County,45.53,-122.64
97233,STANDARD,Portland,NA,OR,Multnomah County,45.51,-122.49
97236,STANDARD,Portland,NA,OR,Multnomah County,45.48,-122.51
97238,PO BOX,Portland,NA,OR,Multnomah County,45.57,-122.6
97239,STANDARD,Portland,NA,OR,Multnomah County,45.48,-122.69
97240,PO BOX,Portland,NA,OR,Multnomah County,45.5,-122.65
97242,PO BOX,Portland,NA,OR,Multnomah County,45.48,-122.64
97250,STANDARD,Beaverton,"Aloha, Hillsboro",OR,NA,45.48,-122.8
97251,UNIQUE,Portland,NA,OR,Multnomah County,45.52,-122.67
97252,UNIQUE,Portland,NA,OR,NA,45.51,-122.68
97253,UNIQUE,Portland,NA,OR,Multnomah County,45.52,-122.67
97254,UNIQUE,Portland,NA,OR,Multnomah County,45.52,-122.67
97255,UNIQUE,Portland,NA,OR,Multnomah County,45.52,-122.67
97256,UNIQUE,Portland,NA,OR,Multnomah County,45.51,-122.67
97258,STANDARD,Portland,NA,OR,Multnomah County,45.51,-122.67
97259,UNIQUE,Portland,NA,OR,Multnomah County,45.52,-122.67
97266,STANDARD,Portland,NA,OR,Multnomah County,45.48,-122.56
97267,STANDARD,Portland,"Milwaukie, Oak Grove",OR,Clackamas County,45.4,-122.61
97268,PO BOX,Portland,Oak Grove,OR,Multnomah County,45.41,-122.63
97269,PO BOX,Portland,Milwaukie,OR,Multnomah County,45.44,-122.61
97271,UNIQUE,Portland,NA,OR,Multnomah County,45.52,-122.67
97272,UNIQUE,Portland,NA,OR,Multnomah County,45.52,-122.67
97280,PO BOX,Portland,NA,OR,Multnomah County,45.45,-122.7
97281,PO BOX,Portland,Tigard,OR,Multnomah County,45.44,-122.77
97282,PO BOX,Portland,NA,OR,Multnomah County,45.48,-122.64
97283,PO BOX,Portland,NA,OR,Multnomah County,45.53,-122.65
97286,PO BOX,Portland,NA,OR,Multnomah County,45.48,-122.59
97290,PO BOX,Portland,NA,OR,Multnomah County,45.57,-122.64
97291,PO BOX,Portland,NA,OR,Multnomah County,45.54,-122.72
97292,PO BOX,Portland,NA,OR,Multnomah County,45.51,-122.55
97293,PO BOX,Portland,NA,OR,Multnomah County,45.51,-122.64
97294,PO BOX,Portland,NA,OR,Multnomah County,45.54,-122.49
97296,PO BOX,Portland,NA,OR,Multnomah County,45.53,-122.77
97298,PO BOX,Portland,NA,OR,Multnomah County,45.5,-122.77
97299,STANDARD,Portland,NA,OR,Multnomah County,45.54,-122.61
97301,STANDARD,Salem,NA,OR,Marion County,44.95,-123
97302,STANDARD,Salem,NA,OR,Marion County,44.9,-123.06
97303,STANDARD,Salem,Keizer,OR,Marion County,45.01,-123.01
97304,STANDARD,Salem,NA,OR,Polk County,45.02,-123.11
97305,STANDARD,Salem,Brooks,OR,Marion County,45.01,-122.91
97306,STANDARD,Salem,NA,OR,Marion County,44.84,-123.08
97307,PO BOX,Keizer,Salem,OR,Marion County,45.01,-123.01
97308,PO BOX,Salem,NA,OR,Marion County,44.89,-122.92
97309,PO BOX,Salem,NA,OR,Marion County,44.92,-123.01
97310,UNIQUE,Salem,NA,OR,Marion County,44.91,-123
97311,UNIQUE,Salem,NA,OR,Marion County,44.94,-123.02
97312,UNIQUE,Salem,NA,OR,Marion County,44.89,-123.06
97313,UNIQUE,Salem,NA,OR,Marion County,45.03,-123.02
97314,UNIQUE,Salem,NA,OR,Marion County,44.96,-123
97317,STANDARD,Salem,NA,OR,Marion County,44.9,-122.89
97321,STANDARD,Albany,NA,OR,Linn County,44.62,-123.13
97322,STANDARD,Albany,NA,OR,Linn County,44.63,-123
97324,STANDARD,Alsea,NA,OR,Benton County,44.35,-123.65
97325,STANDARD,Aumsville,West Stayton,OR,Marion County,44.82,-122.85
97326,STANDARD,Blodgett,NA,OR,Benton County,44.62,-123.6
97327,STANDARD,Brownsville,NA,OR,Linn County,44.38,-122.94
97329,STANDARD,Cascadia,NA,OR,Linn County,44.41,-122.38
97330,STANDARD,Corvallis,Adair Village,OR,Benton County,44.63,-123.27
97331,STANDARD,Corvallis,NA,OR,Benton County,44.56,-123.28
97333,STANDARD,Corvallis,NA,OR,Benton County,44.46,-123.34
97335,PO BOX,Crabtree,NA,OR,Linn County,44.63,-122.89
97336,PO BOX,Crawfordsville,Crawfordsvlle,OR,Linn County,44.35,-122.85
97338,STANDARD,Dallas,NA,OR,Polk County,44.92,-123.34
97339,PO BOX,Corvallis,NA,OR,Benton County,44.56,-123.26
97341,STANDARD,Depoe Bay,NA,OR,Lincoln County,44.81,-124.05
97342,STANDARD,Detroit,NA,OR,Marion County,44.74,-121.88
97343,STANDARD,Eddyville,NA,OR,Lincoln County,44.57,-123.75
97344,STANDARD,Falls City,NA,OR,Polk County,44.87,-123.46
97345,STANDARD,Foster,NA,OR,Linn County,44.41,-122.58
97346,STANDARD,Gates,NA,OR,Marion County,44.74,-122.39
97347,STANDARD,Grand Ronde,NA,OR,Polk County,45.06,-123.65
97348,STANDARD,Halsey,NA,OR,Linn County,44.38,-123.11
97350,STANDARD,Idanha,NA,OR,Marion County,44.63,-121.86
97351,STANDARD,Independence,NA,OR,Polk County,44.83,-123.2
97352,STANDARD,Jefferson,NA,OR,Marion County,44.75,-123.04
97355,STANDARD,Lebanon,Waterloo,OR,Linn County,44.52,-122.81
97357,STANDARD,Logsden,NA,OR,Lincoln County,44.74,-123.8
97358,STANDARD,Lyons,NA,OR,Linn County,44.82,-122.37
97360,STANDARD,Mill City,NA,OR,Linn County,44.74,-122.48
97361,STANDARD,Monmouth,NA,OR,Polk County,44.78,-123.33
97362,STANDARD,Mount Angel,NA,OR,Marion County,45.06,-122.76
97364,STANDARD,Neotsu,NA,OR,Lincoln County,45,-123.99
97365,STANDARD,Newport,NA,OR,Lincoln County,44.66,-124.01
97366,STANDARD,South Beach,Newport,OR,Lincoln County,44.58,-124.05
97367,STANDARD,Lincoln City,Rose Lodge,OR,Lincoln County,44.94,-123.94
97368,STANDARD,Otis,NA,OR,Lincoln County,45,-123.89
97369,STANDARD,Otter Rock,NA,OR,Lincoln County,44.76,-124.05
97370,STANDARD,Philomath,NA,OR,Benton County,44.59,-123.46
97371,STANDARD,Rickreall,NA,OR,Polk County,44.99,-123.2
97372,STANDARD,Rose Lodge,Lincoln City,OR,Lincoln County,45.01,-123.87
97373,PO BOX,Saint Benedict,St Benedict,OR,Marion County,45.06,-122.77
97374,STANDARD,Scio,NA,OR,Linn County,44.68,-122.76
97375,STANDARD,Scotts Mills,NA,OR,Marion County,44.96,-122.57
97376,STANDARD,Seal Rock,NA,OR,Lincoln County,44.5,-123.99
97377,STANDARD,Shedd,NA,OR,Linn County,44.45,-123.1
97378,STANDARD,Sheridan,NA,OR,Yamhill County,45.1,-123.42
97380,STANDARD,Siletz,NA,OR,Lincoln County,44.77,-123.92
97381,STANDARD,Silverton,NA,OR,Marion County,44.95,-122.71
97383,STANDARD,Stayton,NA,OR,Marion County,44.81,-122.72
97384,PO BOX,Mehama,NA,OR,Marion County,44.79,-122.62
97385,STANDARD,Sublimity,NA,OR,Marion County,44.86,-122.73
97386,STANDARD,Sweet Home,NA,OR,Linn County,44.36,-122.69
97388,PO BOX,Gleneden Beach,Gleneden Bch,OR,Lincoln County,44.88,-124.03
97389,STANDARD,Tangent,NA,OR,Linn County,44.54,-123.08
97390,STANDARD,Tidewater,NA,OR,Lincoln County,44.32,-123.85
97391,STANDARD,Toledo,NA,OR,Lincoln County,44.6,-123.89
97392,STANDARD,Turner,Marion,OR,Marion County,44.79,-122.94
97394,STANDARD,Waldport,NA,OR,Lincoln County,44.45,-123.94
97396,STANDARD,Willamina,NA,OR,Yamhill County,45.13,-123.51
97401,STANDARD,Eugene,NA,OR,Lane County,44.06,-123.08
97402,STANDARD,Eugene,NA,OR,Lane County,44.04,-123.22
97403,STANDARD,Eugene,NA,OR,Lane County,44.03,-123.05
97404,STANDARD,Eugene,NA,OR,Lane County,44.1,-123.13
97405,STANDARD,Eugene,NA,OR,Lane County,43.94,-123.19
97406,STANDARD,Agness,NA,OR,Curry County,42.62,-124.02
97407,PO BOX,Allegany,NA,OR,Coos County,43.42,-124.03
97408,STANDARD,Eugene,Coburg,OR,Lane County,44.13,-123.07
97409,PO BOX,Alvadore,NA,OR,Lane County,44.12,-123.26
97410,STANDARD,Azalea,NA,OR,Douglas County,42.78,-123.12
97411,STANDARD,Bandon,NA,OR,Coos County,43.05,-124.36
97412,STANDARD,Blachly,Eugene,OR,Lane County,44.17,-123.57
97413,STANDARD,Blue River,"Ckenzie Bridge, Mc Kenzie Brg, Mckenzie Bridge",OR,Lane County,44.05,-122.05
97414,STANDARD,Broadbent,NA,OR,Coos County,42.96,-124.17
97415,STANDARD,Brookings,Harbor,OR,Curry County,42.13,-124.24
97416,STANDARD,Camas Valley,NA,OR,Douglas County,43.05,-123.67
97417,STANDARD,Canyonville,NA,OR,Douglas County,42.94,-123.22
97419,STANDARD,Cheshire,NA,OR,Lane County,44.18,-123.37
97420,STANDARD,Coos Bay,Charleston,OR,Coos County,43.37,-124.14
97423,STANDARD,Coquille,NA,OR,Coos County,43.2,-124.12
97424,STANDARD,Cottage Grove,"Curtin, Saginaw",OR,Lane County,43.71,-123.03
97425,PO BOX,Crescent Lake,Cascade Summit,OR,Klamath County,43.47,-121.92
97426,STANDARD,Creswell,NA,OR,Lane County,43.9,-123.02
97427,STANDARD,Culp Creek,NA,OR,Lane County,43.68,-122.79
97428,PO BOX,Curtin,NA,OR,Douglas County,43.74,-123.18
97429,STANDARD,Days Creek,NA,OR,Douglas County,42.97,-123.06
97430,STANDARD,Deadwood,Greenleaf,OR,Lane County,44.16,-123.7
97431,STANDARD,Dexter,NA,OR,Lane County,43.88,-122.81
97432,PO BOX,Dillard,NA,OR,Douglas County,43.16,-123.45
97434,STANDARD,Dorena,Culp Creek,OR,Lane County,43.7,-122.89
97435,STANDARD,Drain,NA,OR,Douglas County,43.71,-123.32
97436,STANDARD,Elkton,NA,OR,Douglas County,43.64,-123.61
97437,STANDARD,Elmira,NA,OR,Lane County,44.09,-123.39
97438,STANDARD,Fall Creek,Jasper,OR,Lane County,43.94,-122.68
97439,STANDARD,Florence,Dunes City,OR,Lane County,44.12,-124
97440,PO BOX,Eugene,NA,OR,Lane County,44.05,-123.11
97441,STANDARD,Gardiner,NA,OR,Douglas County,43.76,-124.14
97442,STANDARD,Glendale,NA,OR,Douglas County,42.79,-123.4
97443,STANDARD,Glide,NA,OR,Douglas County,43.24,-123
97444,STANDARD,Gold Beach,NA,OR,Curry County,42.45,-124.3
97446,STANDARD,Harrisburg,NA,OR,Linn County,44.27,-123.05
97447,STANDARD,Idleyld Park,NA,OR,Douglas County,43.16,-122.21
97448,STANDARD,Junction City,NA,OR,Lane County,44.21,-123.28
97449,STANDARD,Lakeside,NA,OR,Coos County,43.58,-124.08
97450,STANDARD,Langlois,NA,OR,Curry County,42.91,-124.35
97451,STANDARD,Lorane,NA,OR,Lane County,43.82,-123.21
97452,STANDARD,Lowell,NA,OR,Lane County,43.87,-122.75
97453,STANDARD,Mapleton,NA,OR,Lane County,44,-123.84
97454,STANDARD,Marcola,NA,OR,Lane County,44.21,-122.8
97455,STANDARD,Pleasant Hill,Eugene,OR,Lane County,43.96,-122.92
97456,STANDARD,Monroe,NA,OR,Benton County,44.34,-123.33
97457,STANDARD,Myrtle Creek,NA,OR,Douglas County,43.05,-123.2
97458,STANDARD,Myrtle Point,"Norway, Remote",OR,Coos County,43.06,-124.03
97459,STANDARD,North Bend,NA,OR,Coos County,43.48,-124.16
97461,STANDARD,Noti,NA,OR,Lane County,44.09,-123.48
97462,STANDARD,Oakland,NA,OR,Douglas County,43.47,-123.35
97463,STANDARD,Oakridge,NA,OR,Lane County,43.74,-122.41
97464,PO BOX,Ophir,NA,OR,Curry County,42.5,-124.41
97465,STANDARD,Port Orford,NA,OR,Curry County,42.72,-124.35
97466,STANDARD,Powers,NA,OR,Coos County,42.84,-124.09
97467,STANDARD,Reedsport,"Win Bay, Winchester Bay, Winchestr Bay",OR,Douglas County,43.79,-123.9
97469,STANDARD,Riddle,NA,OR,Douglas County,42.91,-123.43
97470,STANDARD,Roseburg,NA,OR,Douglas County,43.25,-123.24
97471,STANDARD,Roseburg,NA,OR,Douglas County,43.24,-123.48
97472,STANDARD,Cottage Grove,Saginaw,OR,Lane County,43.79,-123.06
97473,STANDARD,Scottsburg,NA,OR,Douglas County,43.69,-123.91
97475,PO BOX,Springfield,NA,OR,NA,44.05,-123.02
97476,STANDARD,Sixes,NA,OR,Curry County,42.84,-124.4
97477,STANDARD,Springfield,NA,OR,Lane County,44.05,-123
97478,STANDARD,Springfield,NA,OR,Lane County,44.1,-122.8
97479,STANDARD,Sutherlin,NA,OR,Douglas County,43.41,-123.11
97480,STANDARD,Swisshome,NA,OR,Lane County,44.12,-123.81
97481,STANDARD,Tenmile,NA,OR,Douglas County,43.1,-123.53
97482,STANDARD,Thurston,Springfield,OR,Lane County,44.05,-122.91
97484,STANDARD,Tiller,NA,OR,Douglas County,42.94,-122.85
97486,STANDARD,Umpqua,NA,OR,Douglas County,43.35,-123.54
97487,STANDARD,Veneta,NA,OR,Lane County,43.97,-123.42
97488,STANDARD,Vida,NA,OR,Lane County,44.13,-122.42
97489,STANDARD,Walterville,Leaburg,OR,Lane County,44.13,-122.64
97490,STANDARD,Walton,NA,OR,Lane County,44.02,-123.62
97491,PO BOX,Wedderburn,NA,OR,Curry County,42.45,-124.4
97492,STANDARD,Westfir,NA,OR,Lane County,43.74,-122.49
97493,STANDARD,Westlake,NA,OR,Lane County,43.92,-123.98
97494,PO BOX,Wilbur,NA,OR,Douglas County,43.33,-123.33
97495,STANDARD,Winchester,NA,OR,Douglas County,43.28,-123.31
97496,STANDARD,Winston,NA,OR,Douglas County,43.05,-123.5
97497,STANDARD,Wolf Creek,NA,OR,Josephine County,42.66,-123.39
97498,STANDARD,Yachats,NA,OR,Lincoln County,44.32,-124
97499,STANDARD,Yoncalla,NA,OR,Douglas County,43.57,-123.14
97501,STANDARD,Medford,NA,OR,Jackson County,42.28,-122.9
97502,STANDARD,Central Point,Medford,OR,Jackson County,42.39,-122.93
97503,STANDARD,White City,Medford,OR,Jackson County,42.56,-122.92
97504,STANDARD,Medford,NA,OR,Jackson County,42.33,-122.79
97520,STANDARD,Ashland,NA,OR,Jackson County,42.15,-122.53
97522,STANDARD,Butte Falls,NA,OR,Jackson County,42.53,-122.53
97523,STANDARD,Cave Junction,NA,OR,Josephine County,42.11,-123.6
97524,STANDARD,Eagle Point,NA,OR,Jackson County,42.46,-122.66
97525,STANDARD,Gold Hill,NA,OR,Jackson County,42.48,-123.06
97526,STANDARD,Grants Pass,NA,OR,Josephine County,42.53,-123.34
97527,STANDARD,Grants Pass,NA,OR,Josephine County,42.37,-123.39
97528,PO BOX,Grants Pass,NA,OR,Josephine County,42.43,-123.32
97530,STANDARD,Jacksonville,Applegate,OR,Jackson County,42.18,-123.04
97531,STANDARD,Kerby,Cave Junction,OR,Josephine County,42.2,-123.65
97532,STANDARD,Merlin,NA,OR,Josephine County,42.56,-123.56
97533,PO BOX,Murphy,NA,OR,Josephine County,42.33,-123.28
97534,STANDARD,O Brien,NA,OR,Josephine County,42.04,-123.71
97535,STANDARD,Phoenix,NA,OR,Jackson County,42.26,-122.81
97536,STANDARD,Prospect,NA,OR,Jackson County,42.78,-122.49
97537,STANDARD,Rogue River,NA,OR,Jackson County,42.54,-123.1
97538,STANDARD,Selma,NA,OR,Josephine County,42.26,-123.59
97539,STANDARD,Shady Cove,NA,OR,Jackson County,42.61,-122.8
97540,STANDARD,Talent,NA,OR,Jackson County,42.2,-122.81
97541,STANDARD,Trail,NA,OR,Jackson County,42.72,-122.73
97543,STANDARD,Wilderville,Grants Pass,OR,Josephine County,42.4,-123.57
97544,STANDARD,Williams,NA,OR,Josephine County,42.14,-123.32
97601,STANDARD,Klamath Falls,Oretech,OR,Klamath County,42.31,-122.07
97602,PO BOX,Klamath Falls,NA,OR,Klamath County,42.19,-121.65
97603,STANDARD,Klamath Falls,NA,OR,Klamath County,42.16,-121.68
97604,PO BOX,Crater Lake,NA,OR,Klamath County,42.92,-122.12
97620,PO BOX,Adel,NA,OR,Lake County,42.1,-119.85
97621,STANDARD,Beatty,NA,OR,Klamath County,42.49,-121.27
97622,PO BOX,Bly,NA,OR,Klamath County,42.37,-121
97623,STANDARD,Bonanza,NA,OR,Klamath County,42.21,-121.3
97624,STANDARD,Chiloquin,NA,OR,Klamath County,43,-121.63
97625,STANDARD,Dairy,Klamath Falls,OR,Klamath County,42.34,-121.59
97626,PO BOX,Fort Klamath,NA,OR,Klamath County,42.64,-122.06
97627,STANDARD,Keno,NA,OR,Klamath County,42.14,-122.05
97630,STANDARD,Lakeview,NA,OR,Lake County,42.31,-120.37
97632,STANDARD,Malin,NA,OR,Klamath County,42.04,-121.42
97633,STANDARD,Merrill,NA,OR,Klamath County,42.04,-121.55
97634,PO BOX,Midland,NA,OR,Klamath County,42.13,-121.81
97635,STANDARD,New Pine Creek,New Pine Crk,OR,Modoc County,41.93,-120.29
97636,STANDARD,Paisley,NA,OR,Lake County,42.61,-120.57
97637,STANDARD,Plush,NA,OR,Lake County,42.54,-119.8
97638,STANDARD,Silver Lake,NA,OR,Lake County,43.18,-120.96
97639,STANDARD,Sprague River,Chiloquin,OR,Klamath County,42.43,-121.41
97640,STANDARD,Summer Lake,NA,OR,Lake County,42.86,-120.71
97641,PO BOX,Christmas Valley,Christmas Vly,OR,Lake County,43.24,-120.59
97701,STANDARD,Bend,NA,OR,Deschutes County,44.07,-121.25
97702,STANDARD,Bend,NA,OR,Deschutes County,43.98,-121.27
97703,STANDARD,Bend,NA,OR,Deschutes County,44.06,-121.32
97707,STANDARD,Bend,Sunriver,OR,Deschutes County,43.83,-121.49
97708,PO BOX,Bend,NA,OR,Deschutes County,44.07,-121.3
97709,PO BOX,Bend,NA,OR,Deschutes County,44.06,-121.31
97710,STANDARD,Fields,NA,OR,Harney County,42.17,-118.36
97711,STANDARD,Ashwood,NA,OR,Jefferson County,44.7,-120.72
97712,STANDARD,Brothers,NA,OR,Deschutes County,43.74,-120.38
97720,STANDARD,Burns,Lawen,OR,Harney County,43.59,-118.89
97721,STANDARD,Princeton,NA,OR,Harney County,42.86,-118.42
97722,STANDARD,Diamond,NA,OR,Harney County,42.91,-118.65
97730,STANDARD,Camp Sherman,NA,OR,Jefferson County,44.47,-121.64
97731,STANDARD,Chemult,Diamond Lake,OR,Klamath County,43.15,-121.8
97732,PO BOX,Crane,NA,OR,Harney County,43.4,-118.44
97733,STANDARD,Crescent,Crescent Lake,OR,Klamath County,43.37,-122
97734,STANDARD,Culver,NA,OR,Jefferson County,44.47,-121.18
97735,PO BOX,Fort Rock,NA,OR,Lake County,43.32,-121.03
97736,STANDARD,Frenchglen,NA,OR,Harney County,42.72,-119.12
97737,STANDARD,Gilchrist,NA,OR,Klamath County,43.5,-121.74
97738,STANDARD,Hines,NA,OR,Harney County,43.48,-119.16
97739,STANDARD,La Pine,NA,OR,Deschutes County,43.69,-121.46
97741,STANDARD,Madras,Metolius,OR,Jefferson County,44.6,-121.05
97750,STANDARD,Mitchell,NA,OR,Wheeler County,44.66,-120.2
97751,STANDARD,Paulina,NA,OR,Crook County,44.11,-119.79
97752,STANDARD,Post,NA,OR,Crook County,44.14,-120.25
97753,STANDARD,Powell Butte,NA,OR,Crook County,44.23,-121.01
97754,STANDARD,Prineville,NA,OR,Crook County,44.1,-120.66
