County,State,variable,estimate,Sex,Age,HI_Coverage
Rush, Indiana,B27001_053,836,Female,65 to 74 years,Yes
Rush, Indiana,B27001_054,0,Female,65 to 74 years,No
Rush, Indiana,B27001_056,721,Female,75 years and over,Yes
Rush, Indiana,B27001_057,0,Female,75 years and over,No
St. Joseph, Indiana,B27001_004,9951,Male,Under 6 years,Yes
St. Joseph, Indiana,B27001_005,429,Male,Under 6 years,No
St. Joseph, Indiana,B27001_007,22772,Male,6 to 18 years,Yes
St. Joseph, Indiana,B27001_008,1487,Male,6 to 18 years,No
St. Joseph, Indiana,B27001_010,11991,Male,19 to 25 years,Yes
St. Joseph, Indiana,B27001_011,2100,Male,19 to 25 years,No
St. Joseph, Indiana,B27001_013,12050,Male,26 to 34 years,Yes
St. Joseph, Indiana,B27001_014,3285,Male,26 to 34 years,No
St. Joseph, Indiana,B27001_016,12972,Male,35 to 44 years,Yes
St. Joseph, Indiana,B27001_017,2454,Male,35 to 44 years,No
St. Joseph, Indiana,B27001_019,14038,Male,45 to 54 years,Yes
St. Joseph, Indiana,B27001_020,1781,Male,45 to 54 years,No
St. Joseph, Indiana,B27001_022,15122,Male,55 to 64 years,Yes
St. Joseph, Indiana,B27001_023,1521,Male,55 to 64 years,No
St. Joseph, Indiana,B27001_025,10501,Male,65 to 74 years,Yes
St. Joseph, Indiana,B27001_026,58,Male,65 to 74 years,No
St. Joseph, Indiana,B27001_028,6681,Male,75 years and over,Yes
St. Joseph, Indiana,B27001_029,43,Male,75 years and over,No
St. Joseph, Indiana,B27001_032,9821,Female,Under 6 years,Yes
St. Joseph, Indiana,B27001_033,485,Female,Under 6 years,No
St. Joseph, Indiana,B27001_035,22191,Female,6 to 18 years,Yes
St. Joseph, Indiana,B27001_036,1368,Female,6 to 18 years,No
St. Joseph, Indiana,B27001_038,13496,Female,19 to 25 years,Yes
St. Joseph, Indiana,B27001_039,1631,Female,19 to 25 years,No
St. Joseph, Indiana,B27001_041,13269,Female,26 to 34 years,Yes
St. Joseph, Indiana,B27001_042,2157,Female,26 to 34 years,No
St. Joseph, Indiana,B27001_044,13894,Female,35 to 44 years,Yes
St. Joseph, Indiana,B27001_045,2206,Female,35 to 44 years,No
St. Joseph, Indiana,B27001_047,15231,Female,45 to 54 years,Yes
St. Joseph, Indiana,B27001_048,1776,Female,45 to 54 years,No
St. Joseph, Indiana,B27001_050,16457,Female,55 to 64 years,Yes
St. Joseph, Indiana,B27001_051,1312,Female,55 to 64 years,No
St. Joseph, Indiana,B27001_053,11808,Female,65 to 74 years,Yes
St. Joseph, Indiana,B27001_054,66,Female,65 to 74 years,No
St. Joseph, Indiana,B27001_056,10313,Female,75 years and over,Yes
St. Joseph, Indiana,B27001_057,18,Female,75 years and over,No
Scott, Indiana,B27001_004,867,Male,Under 6 years,Yes
Scott, Indiana,B27001_005,0,Male,Under 6 years,No
Scott, Indiana,B27001_007,1870,Male,6 to 18 years,Yes
Scott, Indiana,B27001_008,127,Male,6 to 18 years,No
Scott, Indiana,B27001_010,897,Male,19 to 25 years,Yes
Scott, Indiana,B27001_011,257,Male,19 to 25 years,No
Scott, Indiana,B27001_013,842,Male,26 to 34 years,Yes
Scott, Indiana,B27001_014,216,Male,26 to 34 years,No
Scott, Indiana,B27001_016,1184,Male,35 to 44 years,Yes
Scott, Indiana,B27001_017,238,Male,35 to 44 years,No
Scott, Indiana,B27001_019,1585,Male,45 to 54 years,Yes
Scott, Indiana,B27001_020,152,Male,45 to 54 years,No
Scott, Indiana,B27001_022,1444,Male,55 to 64 years,Yes
Scott, Indiana,B27001_023,122,Male,55 to 64 years,No
Scott, Indiana,B27001_025,1090,Male,65 to 74 years,Yes
Scott, Indiana,B27001_026,0,Male,65 to 74 years,No
Scott, Indiana,B27001_028,541,Male,75 years and over,Yes
Scott, Indiana,B27001_029,0,Male,75 years and over,No
Scott, Indiana,B27001_032,743,Female,Under 6 years,Yes
Scott, Indiana,B27001_033,28,Female,Under 6 years,No
Scott, Indiana,B27001_035,1898,Female,6 to 18 years,Yes
Scott, Indiana,B27001_036,103,Female,6 to 18 years,No
Scott, Indiana,B27001_038,767,Female,19 to 25 years,Yes
Scott, Indiana,B27001_039,181,Female,19 to 25 years,No
Scott, Indiana,B27001_041,1064,Female,26 to 34 years,Yes
Scott, Indiana,B27001_042,215,Female,26 to 34 years,No
Scott, Indiana,B27001_044,1381,Female,35 to 44 years,Yes
Scott, Indiana,B27001_045,96,Female,35 to 44 years,No
Scott, Indiana,B27001_047,1590,Female,45 to 54 years,Yes
Scott, Indiana,B27001_048,94,Female,45 to 54 years,No
Scott, Indiana,B27001_050,1426,Female,55 to 64 years,Yes
Scott, Indiana,B27001_051,259,Female,55 to 64 years,No
Scott, Indiana,B27001_053,1222,Female,65 to 74 years,Yes
Scott, Indiana,B27001_054,0,Female,65 to 74 years,No
Scott, Indiana,B27001_056,842,Female,75 years and over,Yes
Scott, Indiana,B27001_057,0,Female,75 years and over,No
Shelby, Indiana,B27001_004,1415,Male,Under 6 years,Yes
Shelby, Indiana,B27001_005,109,Male,Under 6 years,No
Shelby, Indiana,B27001_007,3848,Male,6 to 18 years,Yes
Shelby, Indiana,B27001_008,135,Male,6 to 18 years,No
Shelby, Indiana,B27001_010,1458,Male,19 to 25 years,Yes
Shelby, Indiana,B27001_011,235,Male,19 to 25 years,No
Shelby, Indiana,B27001_013,1923,Male,26 to 34 years,Yes
Shelby, Indiana,B27001_014,335,Male,26 to 34 years,No
Shelby, Indiana,B27001_016,2330,Male,35 to 44 years,Yes
Shelby, Indiana,B27001_017,331,Male,35 to 44 years,No
Shelby, Indiana,B27001_019,2816,Male,45 to 54 years,Yes
Shelby, Indiana,B27001_020,333,Male,45 to 54 years,No
Shelby, Indiana,B27001_022,3015,Male,55 to 64 years,Yes
Shelby, Indiana,B27001_023,154,Male,55 to 64 years,No
Shelby, Indiana,B27001_025,1976,Male,65 to 74 years,Yes
Shelby, Indiana,B27001_026,28,Male,65 to 74 years,No
Shelby, Indiana,B27001_028,1204,Male,75 years and over,Yes
Shelby, Indiana,B27001_029,0,Male,75 years and over,No
Shelby, Indiana,B27001_032,1218,Female,Under 6 years,Yes
Shelby, Indiana,B27001_033,86,Female,Under 6 years,No
Shelby, Indiana,B27001_035,3873,Female,6 to 18 years,Yes
Shelby, Indiana,B27001_036,113,Female,6 to 18 years,No
Shelby, Indiana,B27001_038,1393,Female,19 to 25 years,Yes
Shelby, Indiana,B27001_039,229,Female,19 to 25 years,No
Shelby, Indiana,B27001_041,2068,Female,26 to 34 years,Yes
Shelby, Indiana,B27001_042,301,Female,26 to 34 years,No
Shelby, Indiana,B27001_044,2162,Female,35 to 44 years,Yes
Shelby, Indiana,B27001_045,323,Female,35 to 44 years,No
Shelby, Indiana,B27001_047,3046,Female,45 to 54 years,Yes
Shelby, Indiana,B27001_048,210,Female,45 to 54 years,No
Shelby, Indiana,B27001_050,3072,Female,55 to 64 years,Yes
Shelby, Indiana,B27001_051,161,Female,55 to 64 years,No
Shelby, Indiana,B27001_053,2109,Female,65 to 74 years,Yes
Shelby, Indiana,B27001_054,0,Female,65 to 74 years,No
Shelby, Indiana,B27001_056,1705,Female,75 years and over,Yes
Shelby, Indiana,B27001_057,0,Female,75 years and over,No
Spencer, Indiana,B27001_004,625,Male,Under 6 years,Yes
Spencer, Indiana,B27001_005,49,Male,Under 6 years,No
Spencer, Indiana,B27001_007,1855,Male,6 to 18 years,Yes
Spencer, Indiana,B27001_008,30,Male,6 to 18 years,No
Spencer, Indiana,B27001_010,715,Male,19 to 25 years,Yes
Spencer, Indiana,B27001_011,42,Male,19 to 25 years,No
Spencer, Indiana,B27001_013,825,Male,26 to 34 years,Yes
Spencer, Indiana,B27001_014,120,Male,26 to 34 years,No
Spencer, Indiana,B27001_016,1039,Male,35 to 44 years,Yes
Spencer, Indiana,B27001_017,130,Male,35 to 44 years,No
Spencer, Indiana,B27001_019,1373,Male,45 to 54 years,Yes
Spencer, Indiana,B27001_020,140,Male,45 to 54 years,No
Spencer, Indiana,B27001_022,1512,Male,55 to 64 years,Yes
Spencer, Indiana,B27001_023,63,Male,55 to 64 years,No
Spencer, Indiana,B27001_025,1089,Male,65 to 74 years,Yes
Spencer, Indiana,B27001_026,0,Male,65 to 74 years,No
Spencer, Indiana,B27001_028,670,Male,75 years and over,Yes
Spencer, Indiana,B27001_029,0,Male,75 years and over,No
Spencer, Indiana,B27001_032,612,Female,Under 6 years,Yes
Spencer, Indiana,B27001_033,5,Female,Under 6 years,No
Spencer, Indiana,B27001_035,1715,Female,6 to 18 years,Yes
Spencer, Indiana,B27001_036,15,Female,6 to 18 years,No
Spencer, Indiana,B27001_038,581,Female,19 to 25 years,Yes
Spencer, Indiana,B27001_039,82,Female,19 to 25 years,No
Spencer, Indiana,B27001_041,871,Female,26 to 34 years,Yes
Spencer, Indiana,B27001_042,85,Female,26 to 34 years,No
Spencer, Indiana,B27001_044,1136,Female,35 to 44 years,Yes
Spencer, Indiana,B27001_045,67,Female,35 to 44 years,No
Spencer, Indiana,B27001_047,1324,Female,45 to 54 years,Yes
Spencer, Indiana,B27001_048,93,Female,45 to 54 years,No
Spencer, Indiana,B27001_050,1407,Female,55 to 64 years,Yes
Spencer, Indiana,B27001_051,119,Female,55 to 64 years,No
Spencer, Indiana,B27001_053,1121,Female,65 to 74 years,Yes
Spencer, Indiana,B27001_054,1,Female,65 to 74 years,No
Spencer, Indiana,B27001_056,785,Female,75 years and over,Yes
Spencer, Indiana,B27001_057,0,Female,75 years and over,No
Starke, Indiana,B27001_004,866,Male,Under 6 years,Yes
Starke, Indiana,B27001_005,12,Male,Under 6 years,No
Starke, Indiana,B27001_007,1884,Male,6 to 18 years,Yes
Starke, Indiana,B27001_008,68,Male,6 to 18 years,No
Starke, Indiana,B27001_010,781,Male,19 to 25 years,Yes
Starke, Indiana,B27001_011,199,Male,19 to 25 years,No
Starke, Indiana,B27001_013,872,Male,26 to 34 years,Yes
Starke, Indiana,B27001_014,150,Male,26 to 34 years,No
Starke, Indiana,B27001_016,1283,Male,35 to 44 years,Yes
Starke, Indiana,B27001_017,74,Male,35 to 44 years,No
Starke, Indiana,B27001_019,1366,Male,45 to 54 years,Yes
Starke, Indiana,B27001_020,149,Male,45 to 54 years,No
Starke, Indiana,B27001_022,1563,Male,55 to 64 years,Yes
Starke, Indiana,B27001_023,124,Male,55 to 64 years,No
Starke, Indiana,B27001_025,1182,Male,65 to 74 years,Yes
Starke, Indiana,B27001_026,0,Male,65 to 74 years,No
Starke, Indiana,B27001_028,721,Male,75 years and over,Yes
Starke, Indiana,B27001_029,2,Male,75 years and over,No
Starke, Indiana,B27001_032,781,Female,Under 6 years,Yes
Starke, Indiana,B27001_033,18,Female,Under 6 years,No
Starke, Indiana,B27001_035,2019,Female,6 to 18 years,Yes
Starke, Indiana,B27001_036,67,Female,6 to 18 years,No
Starke, Indiana,B27001_038,705,Female,19 to 25 years,Yes
Starke, Indiana,B27001_039,124,Female,19 to 25 years,No
Starke, Indiana,B27001_041,1104,Female,26 to 34 years,Yes
Starke, Indiana,B27001_042,78,Female,26 to 34 years,No
Starke, Indiana,B27001_044,1180,Female,35 to 44 years,Yes
Starke, Indiana,B27001_045,181,Female,35 to 44 years,No
Starke, Indiana,B27001_047,1440,Female,45 to 54 years,Yes
Starke, Indiana,B27001_048,105,Female,45 to 54 years,No
Starke, Indiana,B27001_050,1623,Female,55 to 64 years,Yes
Starke, Indiana,B27001_051,136,Female,55 to 64 years,No
Starke, Indiana,B27001_053,1235,Female,65 to 74 years,Yes
Starke, Indiana,B27001_054,0,Female,65 to 74 years,No
Starke, Indiana,B27001_056,843,Female,75 years and over,Yes
Starke, Indiana,B27001_057,0,Female,75 years and over,No
Steuben, Indiana,B27001_004,1031,Male,Under 6 years,Yes
Steuben, Indiana,B27001_005,74,Male,Under 6 years,No
Steuben, Indiana,B27001_007,2579,Male,6 to 18 years,Yes
Steuben, Indiana,B27001_008,282,Male,6 to 18 years,No
Steuben, Indiana,B27001_010,1674,Male,19 to 25 years,Yes
Steuben, Indiana,B27001_011,334,Male,19 to 25 years,No
Steuben, Indiana,B27001_013,1401,Male,26 to 34 years,Yes
Steuben, Indiana,B27001_014,191,Male,26 to 34 years,No
Steuben, Indiana,B27001_016,1643,Male,35 to 44 years,Yes
Steuben, Indiana,B27001_017,234,Male,35 to 44 years,No
Steuben, Indiana,B27001_019,2195,Male,45 to 54 years,Yes
Steuben, Indiana,B27001_020,146,Male,45 to 54 years,No
Steuben, Indiana,B27001_022,2429,Male,55 to 64 years,Yes
Steuben, Indiana,B27001_023,197,Male,55 to 64 years,No
Steuben, Indiana,B27001_025,1929,Male,65 to 74 years,Yes
Steuben, Indiana,B27001_026,0,Male,65 to 74 years,No
Steuben, Indiana,B27001_028,1099,Male,75 years and over,Yes
Steuben, Indiana,B27001_029,0,Male,75 years and over,No
Steuben, Indiana,B27001_032,1010,Female,Under 6 years,Yes
Steuben, Indiana,B27001_033,51,Female,Under 6 years,No
Steuben, Indiana,B27001_035,2438,Female,6 to 18 years,Yes
Steuben, Indiana,B27001_036,366,Female,6 to 18 years,No
Steuben, Indiana,B27001_038,1087,Female,19 to 25 years,Yes
Steuben, Indiana,B27001_039,187,Female,19 to 25 years,No
Steuben, Indiana,B27001_041,1383,Female,26 to 34 years,Yes
Steuben, Indiana,B27001_042,184,Female,26 to 34 years,No
Steuben, Indiana,B27001_044,1572,Female,35 to 44 years,Yes
Steuben, Indiana,B27001_045,238,Female,35 to 44 years,No
Steuben, Indiana,B27001_047,2110,Female,45 to 54 years,Yes
Steuben, Indiana,B27001_048,270,Female,45 to 54 years,No
Steuben, Indiana,B27001_050,2328,Female,55 to 64 years,Yes
Steuben, Indiana,B27001_051,244,Female,55 to 64 years,No
Steuben, Indiana,B27001_053,1958,Female,65 to 74 years,Yes
Steuben, Indiana,B27001_054,0,Female,65 to 74 years,No
Steuben, Indiana,B27001_056,1358,Female,75 years and over,Yes
Steuben, Indiana,B27001_057,0,Female,75 years and over,No
Sullivan, Indiana,B27001_004,723,Male,Under 6 years,Yes
Sullivan, Indiana,B27001_005,7,Male,Under 6 years,No
Sullivan, Indiana,B27001_007,1200,Male,6 to 18 years,Yes
Sullivan, Indiana,B27001_008,257,Male,6 to 18 years,No
Sullivan, Indiana,B27001_010,750,Male,19 to 25 years,Yes
Sullivan, Indiana,B27001_011,191,Male,19 to 25 years,No
Sullivan, Indiana,B27001_013,759,Male,26 to 34 years,Yes
Sullivan, Indiana,B27001_014,251,Male,26 to 34 years,No
Sullivan, Indiana,B27001_016,981,Male,35 to 44 years,Yes
Sullivan, Indiana,B27001_017,131,Male,35 to 44 years,No
Sullivan, Indiana,B27001_019,1150,Male,45 to 54 years,Yes
Sullivan, Indiana,B27001_020,128,Male,45 to 54 years,No
Sullivan, Indiana,B27001_022,1137,Male,55 to 64 years,Yes
Sullivan, Indiana,B27001_023,129,Male,55 to 64 years,No
Sullivan, Indiana,B27001_025,867,Male,65 to 74 years,Yes
Sullivan, Indiana,B27001_026,8,Male,65 to 74 years,No
Sullivan, Indiana,B27001_028,495,Male,75 years and over,Yes
Sullivan, Indiana,B27001_029,0,Male,75 years and over,No
Sullivan, Indiana,B27001_032,568,Female,Under 6 years,Yes
Sullivan, Indiana,B27001_033,8,Female,Under 6 years,No
Sullivan, Indiana,B27001_035,1389,Female,6 to 18 years,Yes
Sullivan, Indiana,B27001_036,218,Female,6 to 18 years,No
Sullivan, Indiana,B27001_038,530,Female,19 to 25 years,Yes
Sullivan, Indiana,B27001_039,125,Female,19 to 25 years,No
Sullivan, Indiana,B27001_041,777,Female,26 to 34 years,Yes
Sullivan, Indiana,B27001_042,249,Female,26 to 34 years,No
Sullivan, Indiana,B27001_044,964,Female,35 to 44 years,Yes
Sullivan, Indiana,B27001_045,205,Female,35 to 44 years,No
Sullivan, Indiana,B27001_047,1108,Female,45 to 54 years,Yes
Sullivan, Indiana,B27001_048,180,Female,45 to 54 years,No
Sullivan, Indiana,B27001_050,1284,Female,55 to 64 years,Yes
Sullivan, Indiana,B27001_051,72,Female,55 to 64 years,No
Sullivan, Indiana,B27001_053,1065,Female,65 to 74 years,Yes
Sullivan, Indiana,B27001_054,0,Female,65 to 74 years,No
Sullivan, Indiana,B27001_056,806,Female,75 years and over,Yes
Sullivan, Indiana,B27001_057,3,Female,75 years and over,No
Switzerland, Indiana,B27001_004,427,Male,Under 6 years,Yes
Switzerland, Indiana,B27001_005,49,Male,Under 6 years,No
Switzerland, Indiana,B27001_007,983,Male,6 to 18 years,Yes
Switzerland, Indiana,B27001_008,96,Male,6 to 18 years,No
Switzerland, Indiana,B27001_010,246,Male,19 to 25 years,Yes
Switzerland, Indiana,B27001_011,110,Male,19 to 25 years,No
Switzerland, Indiana,B27001_013,366,Male,26 to 34 years,Yes
Switzerland, Indiana,B27001_014,149,Male,26 to 34 years,No
Switzerland, Indiana,B27001_016,580,Male,35 to 44 years,Yes
Switzerland, Indiana,B27001_017,54,Male,35 to 44 years,No
Switzerland, Indiana,B27001_019,671,Male,45 to 54 years,Yes
Switzerland, Indiana,B27001_020,89,Male,45 to 54 years,No
Switzerland, Indiana,B27001_022,638,Male,55 to 64 years,Yes
Switzerland, Indiana,B27001_023,81,Male,55 to 64 years,No
Switzerland, Indiana,B27001_025,527,Male,65 to 74 years,Yes
Switzerland, Indiana,B27001_026,17,Male,65 to 74 years,No
Switzerland, Indiana,B27001_028,364,Male,75 years and over,Yes
Switzerland, Indiana,B27001_029,0,Male,75 years and over,No
Switzerland, Indiana,B27001_032,307,Female,Under 6 years,Yes
Switzerland, Indiana,B27001_033,50,Female,Under 6 years,No
Switzerland, Indiana,B27001_035,809,Female,6 to 18 years,Yes
Switzerland, Indiana,B27001_036,71,Female,6 to 18 years,No
Switzerland, Indiana,B27001_038,353,Female,19 to 25 years,Yes
Switzerland, Indiana,B27001_039,19,Female,19 to 25 years,No
Switzerland, Indiana,B27001_041,368,Female,26 to 34 years,Yes
Switzerland, Indiana,B27001_042,147,Female,26 to 34 years,No
Switzerland, Indiana,B27001_044,592,Female,35 to 44 years,Yes
Switzerland, Indiana,B27001_045,49,Female,35 to 44 years,No
Switzerland, Indiana,B27001_047,597,Female,45 to 54 years,Yes
Switzerland, Indiana,B27001_048,142,Female,45 to 54 years,No
Switzerland, Indiana,B27001_050,623,Female,55 to 64 years,Yes
Switzerland, Indiana,B27001_051,53,Female,55 to 64 years,No
Switzerland, Indiana,B27001_053,508,Female,65 to 74 years,Yes
Switzerland, Indiana,B27001_054,22,Female,65 to 74 years,No
Switzerland, Indiana,B27001_056,368,Female,75 years and over,Yes
Switzerland, Indiana,B27001_057,3,Female,75 years and over,No
Tippecanoe, Indiana,B27001_004,6368,Male,Under 6 years,Yes
Tippecanoe, Indiana,B27001_005,227,Male,Under 6 years,No
Tippecanoe, Indiana,B27001_007,15120,Male,6 to 18 years,Yes
Tippecanoe, Indiana,B27001_008,853,Male,6 to 18 years,No
Tippecanoe, Indiana,B27001_010,22284,Male,19 to 25 years,Yes
Tippecanoe, Indiana,B27001_011,2496,Male,19 to 25 years,No
Tippecanoe, Indiana,B27001_013,9684,Male,26 to 34 years,Yes
Tippecanoe, Indiana,B27001_014,2104,Male,26 to 34 years,No
Tippecanoe, Indiana,B27001_016,8566,Male,35 to 44 years,Yes
Tippecanoe, Indiana,B27001_017,1562,Male,35 to 44 years,No
Tippecanoe, Indiana,B27001_019,8002,Male,45 to 54 years,Yes
Tippecanoe, Indiana,B27001_020,1227,Male,45 to 54 years,No
Tippecanoe, Indiana,B27001_022,8060,Male,55 to 64 years,Yes
Tippecanoe, Indiana,B27001_023,602,Male,55 to 64 years,No
Tippecanoe, Indiana,B27001_025,5397,Male,65 to 74 years,Yes
Tippecanoe, Indiana,B27001_026,89,Male,65 to 74 years,No
Tippecanoe, Indiana,B27001_028,3189,Male,75 years and over,Yes
Tippecanoe, Indiana,B27001_029,3,Male,75 years and over,No
Tippecanoe, Indiana,B27001_032,6362,Female,Under 6 years,Yes
Tippecanoe, Indiana,B27001_033,127,Female,Under 6 years,No
Tippecanoe, Indiana,B27001_035,14059,Female,6 to 18 years,Yes
Tippecanoe, Indiana,B27001_036,1058,Female,6 to 18 years,No
Tippecanoe, Indiana,B27001_038,17084,Female,19 to 25 years,Yes
Tippecanoe, Indiana,B27001_039,2143,Female,19 to 25 years,No
Tippecanoe, Indiana,B27001_041,9779,Female,26 to 34 years,Yes
Tippecanoe, Indiana,B27001_042,1327,Female,26 to 34 years,No
Tippecanoe, Indiana,B27001_044,8502,Female,35 to 44 years,Yes
Tippecanoe, Indiana,B27001_045,1378,Female,35 to 44 years,No
Tippecanoe, Indiana,B27001_047,8631,Female,45 to 54 years,Yes
Tippecanoe, Indiana,B27001_048,736,Female,45 to 54 years,No
Tippecanoe, Indiana,B27001_050,8685,Female,55 to 64 years,Yes
Tippecanoe, Indiana,B27001_051,767,Female,55 to 64 years,No
Tippecanoe, Indiana,B27001_053,6214,Female,65 to 74 years,Yes
Tippecanoe, Indiana,B27001_054,115,Female,65 to 74 years,No
Tippecanoe, Indiana,B27001_056,4740,Female,75 years and over,Yes
Tippecanoe, Indiana,B27001_057,0,Female,75 years and over,No
Tipton, Indiana,B27001_004,477,Male,Under 6 years,Yes
Tipton, Indiana,B27001_005,46,Male,Under 6 years,No
Tipton, Indiana,B27001_007,1125,Male,6 to 18 years,Yes
Tipton, Indiana,B27001_008,45,Male,6 to 18 years,No
Tipton, Indiana,B27001_010,546,Male,19 to 25 years,Yes
Tipton, Indiana,B27001_011,49,Male,19 to 25 years,No
Tipton, Indiana,B27001_013,592,Male,26 to 34 years,Yes
Tipton, Indiana,B27001_014,167,Male,26 to 34 years,No
Tipton, Indiana,B27001_016,786,Male,35 to 44 years,Yes
Tipton, Indiana,B27001_017,95,Male,35 to 44 years,No
Tipton, Indiana,B27001_019,1096,Male,45 to 54 years,Yes
Tipton, Indiana,B27001_020,66,Male,45 to 54 years,No
Tipton, Indiana,B27001_022,1115,Male,55 to 64 years,Yes
Tipton, Indiana,B27001_023,37,Male,55 to 64 years,No
Tipton, Indiana,B27001_025,819,Male,65 to 74 years,Yes
Tipton, Indiana,B27001_026,0,Male,65 to 74 years,No
Tipton, Indiana,B27001_028,465,Male,75 years and over,Yes
Tipton, Indiana,B27001_029,0,Male,75 years and over,No
Tipton, Indiana,B27001_032,414,Female,Under 6 years,Yes
Tipton, Indiana,B27001_033,0,Female,Under 6 years,No
Tipton, Indiana,B27001_035,1194,Female,6 to 18 years,Yes
Tipton, Indiana,B27001_036,66,Female,6 to 18 years,No
Tipton, Indiana,B27001_038,400,Female,19 to 25 years,Yes
Tipton, Indiana,B27001_039,53,Female,19 to 25 years,No
Tipton, Indiana,B27001_041,608,Female,26 to 34 years,Yes
Tipton, Indiana,B27001_042,53,Female,26 to 34 years,No
Tipton, Indiana,B27001_044,764,Female,35 to 44 years,Yes
Tipton, Indiana,B27001_045,103,Female,35 to 44 years,No
Tipton, Indiana,B27001_047,1009,Female,45 to 54 years,Yes
Tipton, Indiana,B27001_048,91,Female,45 to 54 years,No
Tipton, Indiana,B27001_050,1118,Female,55 to 64 years,Yes
Tipton, Indiana,B27001_051,40,Female,55 to 64 years,No
Tipton, Indiana,B27001_053,904,Female,65 to 74 years,Yes
Tipton, Indiana,B27001_054,0,Female,65 to 74 years,No
Tipton, Indiana,B27001_056,679,Female,75 years and over,Yes
Tipton, Indiana,B27001_057,0,Female,75 years and over,No
Union, Indiana,B27001_004,254,Male,Under 6 years,Yes
Union, Indiana,B27001_005,0,Male,Under 6 years,No
Union, Indiana,B27001_007,607,Male,6 to 18 years,Yes
Union, Indiana,B27001_008,25,Male,6 to 18 years,No
Union, Indiana,B27001_010,281,Male,19 to 25 years,Yes
Union, Indiana,B27001_011,13,Male,19 to 25 years,No
Union, Indiana,B27001_013,217,Male,26 to 34 years,Yes
Union, Indiana,B27001_014,82,Male,26 to 34 years,No
Union, Indiana,B27001_016,299,Male,35 to 44 years,Yes
Union, Indiana,B27001_017,91,Male,35 to 44 years,No
Union, Indiana,B27001_019,480,Male,45 to 54 years,Yes
Union, Indiana,B27001_020,65,Male,45 to 54 years,No
Union, Indiana,B27001_022,475,Male,55 to 64 years,Yes
Union, Indiana,B27001_023,29,Male,55 to 64 years,No
Union, Indiana,B27001_025,362,Male,65 to 74 years,Yes
Union, Indiana,B27001_026,0,Male,65 to 74 years,No
Union, Indiana,B27001_028,202,Male,75 years and over,Yes
Union, Indiana,B27001_029,0,Male,75 years and over,No
Union, Indiana,B27001_032,247,Female,Under 6 years,Yes
Union, Indiana,B27001_033,7,Female,Under 6 years,No
Union, Indiana,B27001_035,565,Female,6 to 18 years,Yes
Union, Indiana,B27001_036,12,Female,6 to 18 years,No
Union, Indiana,B27001_038,214,Female,19 to 25 years,Yes
Union, Indiana,B27001_039,11,Female,19 to 25 years,No
Union, Indiana,B27001_041,259,Female,26 to 34 years,Yes
Union, Indiana,B27001_042,56,Female,26 to 34 years,No
Union, Indiana,B27001_044,313,Female,35 to 44 years,Yes
Union, Indiana,B27001_045,103,Female,35 to 44 years,No
Union, Indiana,B27001_047,578,Female,45 to 54 years,Yes
Union, Indiana,B27001_048,34,Female,45 to 54 years,No
Union, Indiana,B27001_050,428,Female,55 to 64 years,Yes
Union, Indiana,B27001_051,82,Female,55 to 64 years,No
Union, Indiana,B27001_053,417,Female,65 to 74 years,Yes
Union, Indiana,B27001_054,0,Female,65 to 74 years,No
Union, Indiana,B27001_056,288,Female,75 years and over,Yes
Union, Indiana,B27001_057,0,Female,75 years and over,No
Vanderburgh, Indiana,B27001_004,6527,Male,Under 6 years,Yes
Vanderburgh, Indiana,B27001_005,288,Male,Under 6 years,No
Vanderburgh, Indiana,B27001_007,13959,Male,6 to 18 years,Yes
Vanderburgh, Indiana,B27001_008,512,Male,6 to 18 years,No
Vanderburgh, Indiana,B27001_010,7331,Male,19 to 25 years,Yes
Vanderburgh, Indiana,B27001_011,1655,Male,19 to 25 years,No
Vanderburgh, Indiana,B27001_013,9112,Male,26 to 34 years,Yes
Vanderburgh, Indiana,B27001_014,1946,Male,26 to 34 years,No
Vanderburgh, Indiana,B27001_016,8736,Male,35 to 44 years,Yes
Vanderburgh, Indiana,B27001_017,1640,Male,35 to 44 years,No
Vanderburgh, Indiana,B27001_019,9641,Male,45 to 54 years,Yes
Vanderburgh, Indiana,B27001_020,1215,Male,45 to 54 years,No
Vanderburgh, Indiana,B27001_022,11371,Male,55 to 64 years,Yes
Vanderburgh, Indiana,B27001_023,723,Male,55 to 64 years,No
Vanderburgh, Indiana,B27001_025,7258,Male,65 to 74 years,Yes
Vanderburgh, Indiana,B27001_026,23,Male,65 to 74 years,No
Vanderburgh, Indiana,B27001_028,4696,Male,75 years and over,Yes
Vanderburgh, Indiana,B27001_029,0,Male,75 years and over,No
Vanderburgh, Indiana,B27001_032,6316,Female,Under 6 years,Yes
Vanderburgh, Indiana,B27001_033,228,Female,Under 6 years,No
Vanderburgh, Indiana,B27001_035,13434,Female,6 to 18 years,Yes
Vanderburgh, Indiana,B27001_036,544,Female,6 to 18 years,No
Vanderburgh, Indiana,B27001_038,8700,Female,19 to 25 years,Yes
Vanderburgh, Indiana,B27001_039,955,Female,19 to 25 years,No
Vanderburgh, Indiana,B27001_041,10267,Female,26 to 34 years,Yes
Vanderburgh, Indiana,B27001_042,1380,Female,26 to 34 years,No
Vanderburgh, Indiana,B27001_044,9309,Female,35 to 44 years,Yes
Vanderburgh, Indiana,B27001_045,1254,Female,35 to 44 years,No
Vanderburgh, Indiana,B27001_047,10173,Female,45 to 54 years,Yes
Vanderburgh, Indiana,B27001_048,1188,Female,45 to 54 years,No
